county,state,fips,mean_hospitalized,median_hospitalized,std_hospitalized,min_hospitalized,max_hospitalized,weeks_of_data,file
Stephens,OK,40137,11.985135135135135,8.350000000000001,11.855311305312565,0.0,42.7,74,by_state/OK/stephens_40137.csv
Haskell,OK,40061,0.06086956521739131,0.0,0.5056205829602305,0.0,4.2,69,by_state/OK/haskell_40061.csv
Pottawatomie,OK,40125,14.189189189189186,12.1,11.502787840376062,0.0,43.0,74,by_state/OK/pottawatomie_40125.csv
Tulsa,OK,40143,206.05945945945945,169.55,127.10633442814174,30.5,465.2,74,by_state/OK/tulsa_40143.csv
Noble,OK,40103,0.2583333333333333,0.0,1.0785684304460843,0.0,5.3,72,by_state/OK/noble_40103.csv
Cherokee,OK,40021,5.851351351351351,5.05,5.956054666465852,0.0,21.1,74,by_state/OK/cherokee_40021.csv
Roger Mills,OK,40129,0.07205882352941177,0.0,0.5942122813390158,0.0,4.9,68,by_state/OK/roger_mills_40129.csv
Cleveland,OK,40027,37.21081081081081,33.2,21.222768644138334,8.0,90.0,74,by_state/OK/cleveland_40027.csv
Harmon,OK,40057,0.0,0.0,0.0,0.0,0.0,69,by_state/OK/harmon_40057.csv
Cimarron,OK,40025,0.06417910447761194,0.0,0.5253286107321126,0.0,4.3,67,by_state/OK/cimarron_40025.csv
Jackson,OK,40065,5.963513513513513,5.550000000000001,5.872447258271865,0.0,17.6,74,by_state/OK/jackson_40065.csv
Atoka,OK,40005,1.637837837837838,0.0,2.794255491927165,0.0,8.3,74,by_state/OK/atoka_40005.csv
Woods,OK,40151,0.4851351351351351,0.0,1.5558711106628298,0.0,7.3,74,by_state/OK/woods_40151.csv
Marshall,OK,40095,0.0,0.0,0.0,0.0,0.0,74,by_state/OK/marshall_40095.csv
Murray,OK,40099,0.41891891891891897,0.0,1.4485397158532776,0.0,6.7,74,by_state/OK/murray_40099.csv
Sequoyah,OK,40135,1.5675675675675675,0.0,2.8377160461162747,0.0,9.3,74,by_state/OK/sequoyah_40135.csv
Delaware,OK,40041,4.533783783783784,4.7,4.101228583950866,0.0,13.7,74,by_state/OK/delaware_40041.csv
Johnston,OK,40069,0.17162162162162162,0.0,0.8408280768793149,0.0,4.3,74,by_state/OK/johnston_40069.csv
Comanche,OK,40031,27.783783783783782,20.65,23.14784541011738,0.0,77.7,74,by_state/OK/comanche_40031.csv
Garfield,OK,40047,13.92972972972973,14.2,11.704017923020784,0.0,36.900000000000006,74,by_state/OK/garfield_40047.csv
Adair,OK,40001,1.0424242424242425,0.0,2.6239758797003865,0.0,11.0,66,by_state/OK/adair_40001.csv
Pontotoc,OK,40123,13.25945945945946,11.75,7.589970291040795,0.0,29.6,74,by_state/OK/pontotoc_40123.csv
Randolph,IN,18135,0.0,0.0,0.0,0.0,0.0,74,by_state/IN/randolph_18135.csv
White,IN,18181,1.8108108108108105,0.0,2.718710792761166,0.0,8.6,74,by_state/IN/white_18181.csv
Tipton,IN,18159,1.2486486486486488,0.0,2.6655202398094384,0.0,11.7,74,by_state/IN/tipton_18159.csv
Noble,IN,18113,3.3513513513513513,0.0,4.039674584861198,0.0,13.9,74,by_state/IN/noble_18113.csv
Lake,IN,18089,153.6837837837838,127.9,91.98136801656726,4.4,410.0,74,by_state/IN/lake_18089.csv
Rush,IN,18139,0.0,0.0,0.0,0.0,0.0,74,by_state/IN/rush_18139.csv
Delaware,IN,18035,39.182432432432435,37.2,24.042492965057182,4.4,90.7,74,by_state/IN/delaware_18035.csv
Shelby,IN,18145,8.85135135135135,7.35,7.604311020338348,0.0,27.4,74,by_state/IN/shelby_18145.csv
Boone,IN,18011,7.054054054054054,6.6,6.0083774663264995,0.0,21.9,74,by_state/IN/boone_18011.csv
Greene,IN,18055,1.0324324324324323,0.0,2.0127748248058164,0.0,6.9,74,by_state/IN/greene_18055.csv
Fulton,IN,18049,1.0945945945945945,0.0,2.13515210018614,0.0,6.9,74,by_state/IN/fulton_18049.csv
Porter,IN,18127,20.854054054054053,15.95,17.82967504209281,0.0,68.1,74,by_state/IN/porter_18127.csv
Henry,IN,18065,5.297297297297298,0.0,6.829568529121382,0.0,26.4,74,by_state/IN/henry_18065.csv
Warren,IN,18171,0.2743243243243243,0.0,1.1749743000174906,0.0,6.3,74,by_state/IN/warren_18171.csv
Monroe,IN,18105,27.074324324324323,19.75,18.41285331895705,7.4,69.10000000000001,74,by_state/IN/monroe_18105.csv
Decatur,IN,18031,2.6972972972972973,0.0,3.86274701645646,0.0,10.7,74,by_state/IN/decatur_18031.csv
Clay,IN,18021,0.0,0.0,0.0,0.0,0.0,74,by_state/IN/clay_18021.csv
Madison,IN,18095,28.139189189189192,22.6,19.906444317380675,0.0,65.80000000000001,74,by_state/IN/madison_18095.csv
Jackson,IN,18071,8.156756756756758,7.4,6.868931066389933,0.0,27.6,74,by_state/IN/jackson_18071.csv
Putnam,IN,18133,1.0175675675675677,0.0,2.0948964801381886,0.0,8.1,74,by_state/IN/putnam_18133.csv
Montgomery,IN,18107,4.639189189189189,5.05,3.755901933434918,0.0,13.3,74,by_state/IN/montgomery_18107.csv
Pulaski,IN,18131,0.0,0.0,0.0,0.0,0.0,74,by_state/IN/pulaski_18131.csv
Hancock,IN,18059,7.179729729729731,5.050000000000001,7.538994150592351,0.0,25.4,74,by_state/IN/hancock_18059.csv
Orange,IN,18117,1.0689189189189188,0.0,2.1800418291623322,0.0,7.3,74,by_state/IN/orange_18117.csv
Vermillion,IN,18165,1.6770270270270267,0.0,2.9395064023863755,0.0,10.3,74,by_state/IN/vermillion_18165.csv
Laporte,IN,18091,30.268918918918914,27.9,16.938437488997568,0.0,72.6,74,by_state/IN/laporte_18091.csv
Lawrence,IN,18093,7.201351351351351,5.7,6.86686491532141,0.0,23.7,74,by_state/IN/lawrence_18093.csv
Kosciusko,IN,18085,6.268918918918919,5.800000000000001,6.377720760814544,0.0,24.9,74,by_state/IN/kosciusko_18085.csv
Whitley,IN,18183,3.2027027027027026,0.0,4.138326475761983,0.0,13.1,74,by_state/IN/whitley_18183.csv
Wabash,IN,18169,2.306756756756757,0.0,3.5197420158060493,0.0,12.1,74,by_state/IN/wabash_18169.csv
Warrick,IN,18173,0.06621621621621622,0.0,0.5696134298447146,0.0,4.9,74,by_state/IN/warrick_18173.csv
Allen,IN,18003,118.41756756756756,89.9,81.36892705383691,12.0,317.8,74,by_state/IN/allen_18003.csv
Bartholomew,IN,18005,18.46081081081081,14.65,15.36978727820967,0.0,49.0,74,by_state/IN/bartholomew_18005.csv
Washington,IN,18175,0.0,0.0,0.0,0.0,0.0,74,by_state/IN/washington_18175.csv
Tippecanoe,IN,18157,54.73918918918919,44.300000000000004,31.844312270656975,22.4,133.0,74,by_state/IN/tippecanoe_18157.csv
Wells,IN,18179,1.8513513513513513,0.0,3.0164046112832335,0.0,9.7,74,by_state/IN/wells_18179.csv
Jay,IN,18075,2.5256756756756755,0.0,3.3613867331928877,0.0,9.7,74,by_state/IN/jay_18075.csv
Howard,IN,18067,27.98108108108108,24.6,15.98116764705254,4.1,60.2,74,by_state/IN/howard_18067.csv
Floyd,IN,18043,23.344594594594597,18.5,18.396859037241512,0.0,63.3,74,by_state/IN/floyd_18043.csv
Ripley,IN,18137,4.386486486486487,0.0,5.929525017922687,0.0,20.7,74,by_state/IN/ripley_18137.csv
Jennings,IN,18079,0.0,0.0,0.0,0.0,0.0,74,by_state/IN/jennings_18079.csv
Lagrange,IN,18087,1.8837837837837834,0.0,2.985078279739375,0.0,10.3,74,by_state/IN/lagrange_18087.csv
Blackford,IN,18009,1.1405405405405404,0.0,2.3470715603263685,0.0,8.7,74,by_state/IN/blackford_18009.csv
Clinton,IN,18023,0.36891891891891887,0.0,1.2552274995105797,0.0,5.1,74,by_state/IN/clinton_18023.csv
Vanderburgh,IN,18163,91.66081081081082,77.25,60.97517531596799,13.3,196.2,74,by_state/IN/vanderburgh_18163.csv
Marion,IN,18097,320.63513513513516,247.55,165.5024905101128,127.6,700.9,74,by_state/IN/marion_18097.csv
Adams,IN,18001,4.2337837837837835,5.1,4.232563814729889,0.0,15.4,74,by_state/IN/adams_18001.csv
Clark,IN,18019,19.778378378378378,19.0,12.42832899942234,0.0,47.4,74,by_state/IN/clark_18019.csv
Marshall,IN,18099,7.345945945945946,6.15,7.2476200947713885,0.0,23.2,74,by_state/IN/marshall_18099.csv
Wayne,IN,18177,34.04189189189189,31.6,25.87234206721431,0.0,98.0,74,by_state/IN/wayne_18177.csv
Scott,IN,18143,2.160810810810811,0.0,3.0224646373886803,0.0,10.0,74,by_state/IN/scott_18143.csv
St. Joseph,IN,18141,62.225675675675674,54.95,43.4812258677451,0.0,169.0,74,by_state/IN/st._joseph_18141.csv
Miami,IN,18103,3.5243243243243243,0.0,4.423592131450143,0.0,14.4,74,by_state/IN/miami_18103.csv
Dekalb,IN,18033,3.214864864864865,0.0,4.631981807060602,0.0,17.7,74,by_state/IN/dekalb_18033.csv
Dearborn,IN,18029,7.66081081081081,6.199999999999999,6.827358693582785,0.0,19.7,74,by_state/IN/dearborn_18029.csv
Starke,IN,18149,0.127027027027027,0.0,0.7702156426909511,0.0,5.1,74,by_state/IN/starke_18149.csv
Cass,IN,18017,3.4648648648648654,0.0,3.872892531020039,0.0,12.1,74,by_state/IN/cass_18017.csv
Hamilton,IN,18057,30.95675675675676,25.05,24.77072444110754,0.0,86.80000000000001,74,by_state/IN/hamilton_18057.csv
Hendricks,IN,18063,40.51486486486487,30.8,27.61830682535221,6.1,92.7,74,by_state/IN/hendricks_18063.csv
Dubois,IN,18037,9.167567567567568,7.3,8.325108220253579,0.0,28.7,74,by_state/IN/dubois_18037.csv
Morgan,IN,18109,7.27027027027027,5.7,6.3602948525115455,0.0,20.7,74,by_state/IN/morgan_18109.csv
Steuben,IN,18151,3.132432432432432,0.0,3.5437426275677213,0.0,10.1,74,by_state/IN/steuben_18151.csv
Harrison,IN,18061,2.3391891891891894,0.0,3.244798474759154,0.0,9.0,74,by_state/IN/harrison_18061.csv
Johnson,IN,18081,5.158108108108109,0.0,6.150710099482706,0.0,18.9,74,by_state/IN/johnson_18081.csv
Vigo,IN,18167,36.33243243243244,34.45,24.811961919126716,0.0,89.6,74,by_state/IN/vigo_18167.csv
Jasper,IN,18073,0.577027027027027,0.0,1.6794933431456325,0.0,6.4,74,by_state/IN/jasper_18073.csv
Sullivan,IN,18153,0.745945945945946,0.0,1.909757869554621,0.0,6.4,74,by_state/IN/sullivan_18153.csv
Knox,IN,18083,12.455405405405406,11.0,11.356105616138919,0.0,45.6,74,by_state/IN/knox_18083.csv
Daviess,IN,18027,2.5108108108108107,0.0,3.368124862145822,0.0,12.1,74,by_state/IN/daviess_18027.csv
Perry,IN,18123,0.37027027027027026,0.0,1.39585783804639,0.0,6.6,74,by_state/IN/perry_18123.csv
Gibson,IN,18051,0.577027027027027,0.0,1.5808396674090812,0.0,6.3,74,by_state/IN/gibson_18051.csv
Jefferson,IN,18077,5.7027027027027035,4.35,6.251859405008449,0.0,19.7,74,by_state/IN/jefferson_18077.csv
Elkhart,IN,18039,48.70675675675676,41.900000000000006,34.42644066316678,0.0,139.6,74,by_state/IN/elkhart_18039.csv
Grant,IN,18053,12.448648648648648,9.350000000000001,11.210614383750897,0.0,40.3,74,by_state/IN/grant_18053.csv
Huntington,IN,18069,2.6148648648648654,0.0,3.8045280315871213,0.0,15.3,74,by_state/IN/huntington_18069.csv
El Paso,CO,08041,112.04054054054055,78.95000000000002,76.7118160227747,18.4,292.79999999999995,74,by_state/CO/el_paso_08041.csv
Yuma,CO,08125,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/yuma_08125.csv
Lake,CO,08065,0.7364864864864865,0.0,1.7754470264275697,0.0,5.0,74,by_state/CO/lake_08065.csv
Huerfano,CO,08055,0.05405405405405406,0.0,0.46499055497527725,0.0,4.0,74,by_state/CO/huerfano_08055.csv
Arapahoe,CO,08005,69.05135135135137,56.5,42.307026014642396,16.4,172.5,74,by_state/CO/arapahoe_08005.csv
Garfield,CO,08045,2.437837837837838,0.0,3.5212740028972744,0.0,12.1,74,by_state/CO/garfield_08045.csv
Larimer,CO,08069,48.2554054054054,39.3,34.34461191572288,4.4,117.9,74,by_state/CO/larimer_08069.csv
Rio Grande,CO,08105,0.05405405405405406,0.0,0.4649905549752772,0.0,4.0,74,by_state/CO/rio_grande_08105.csv
Phillips,CO,08095,0.6297297297297297,0.0,2.0240153858401704,0.0,10.1,74,by_state/CO/phillips_08095.csv
Fremont,CO,08043,3.8499999999999988,0.0,4.964731779646874,0.0,19.9,74,by_state/CO/fremont_08043.csv
Lincoln,CO,08073,0.0554054054054054,0.0,0.4766153188496589,0.0,4.1,74,by_state/CO/lincoln_08073.csv
Archuleta,CO,08007,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/archuleta_08007.csv
Boulder,CO,08013,46.35405405405405,38.45,30.947906690840714,8.0,126.7,74,by_state/CO/boulder_08013.csv
Adams,CO,08001,104.86351351351351,94.1,59.68456713933178,23.4,244.2,74,by_state/CO/adams_08001.csv
Moffat,CO,08081,2.6486486486486487,0.0,4.722410669604604,0.0,15.0,74,by_state/CO/moffat_08081.csv
Weld,CO,08123,38.983783783783785,31.0,22.400312051563134,10.6,100.1,74,by_state/CO/weld_08123.csv
Eagle,CO,08037,0.24324324324324326,0.0,1.0259751233440528,0.0,4.9,74,by_state/CO/eagle_08037.csv
Broomfield,CO,08014,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/broomfield_08014.csv
Sedgwick,CO,08115,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/sedgwick_08115.csv
Baca,CO,08009,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/baca_08009.csv
Pueblo,CO,08101,46.31756756756757,36.75,38.90267222609506,0.0,149.20000000000002,74,by_state/CO/pueblo_08101.csv
Otero,CO,08089,1.5040540540540541,0.0,2.8694154427930973,0.0,9.0,74,by_state/CO/otero_08089.csv
Routt,CO,08107,0.06621621621621622,0.0,0.5696134298447146,0.0,4.9,74,by_state/CO/routt_08107.csv
Rio Blanco,CO,08103,0.3932432432432433,0.0,1.3614387113196642,0.0,6.3,74,by_state/CO/rio_blanco_08103.csv
Alamosa,CO,08003,3.0094594594594595,0.0,3.249622482559454,0.0,9.7,74,by_state/CO/alamosa_08003.csv
Las Animas,CO,08071,0.07260273972602739,0.0,0.6203180801394917,0.0,5.3,73,by_state/CO/las_animas_08071.csv
Kit Carson,CO,08063,0.0554054054054054,0.0,0.47661531884965896,0.0,4.1,74,by_state/CO/kit_carson_08063.csv
Denver,CO,08031,89.74189189189188,81.05000000000001,53.56931499189141,18.2,246.8,74,by_state/CO/denver_08031.csv
Logan,CO,08075,2.2824324324324325,0.0,2.985001691475536,0.0,9.1,74,by_state/CO/logan_08075.csv
Delta,CO,08029,3.5581081081081076,0.0,4.439733632536817,0.0,14.0,74,by_state/CO/delta_08029.csv
Pitkin,CO,08097,0.2662162162162162,0.0,1.1287375693912867,0.0,5.6,74,by_state/CO/pitkin_08097.csv
La Plata,CO,08067,14.759459459459457,15.7,8.01949540514417,0.0,34.3,74,by_state/CO/la_plata_08067.csv
Grand,CO,08049,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/grand_08049.csv
Morgan,CO,08087,1.0391891891891893,0.0,2.5393245551905834,0.0,12.9,74,by_state/CO/morgan_08087.csv
Kiowa,CO,08061,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/kiowa_08061.csv
Cheyenne,CO,08017,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/cheyenne_08017.csv
Teller,CO,08119,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/teller_08119.csv
Montezuma,CO,08083,1.7132352941176467,0.0,2.8784274527121188,0.0,9.6,68,by_state/CO/montezuma_08083.csv
Summit,CO,08117,3.433783783783784,0.0,6.6273256869441175,0.0,23.4,74,by_state/CO/summit_08117.csv
Douglas,CO,08035,50.82972972972973,41.4,32.94707973310612,4.6,135.4,74,by_state/CO/douglas_08035.csv
Conejos,CO,08021,0.0,0.0,0.0,0.0,0.0,73,by_state/CO/conejos_08021.csv
Jefferson,CO,08059,53.872972972972974,46.35,34.63567444795918,6.4,131.1,74,by_state/CO/jefferson_08059.csv
Chaffee,CO,08015,0.13108108108108107,0.0,0.8042567700926808,0.0,5.7,74,by_state/CO/chaffee_08015.csv
Gunnison,CO,08051,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/gunnison_08051.csv
Prowers,CO,08099,0.0,0.0,0.0,0.0,0.0,74,by_state/CO/prowers_08099.csv
Mesa,CO,08077,29.678378378378376,26.0,18.93676767394743,0.0,72.1,74,by_state/CO/mesa_08077.csv
Montrose,CO,08085,4.945945945945946,4.65,5.338313036833819,0.0,18.0,74,by_state/CO/montrose_08085.csv
Humboldt,CA,06023,9.056756756756755,8.15,7.837040276544877,0.0,38.6,74,by_state/CA/humboldt_06023.csv
Stanislaus,CA,06099,128.8135135135135,101.0,71.7909833776877,32.6,287.79999999999995,74,by_state/CA/stanislaus_06099.csv
Tuolumne,CA,06109,5.436486486486487,4.85,6.19404429645044,0.0,23.6,74,by_state/CA/tuolumne_06109.csv
San Diego,CA,06073,471.5689189189189,297.95000000000005,485.3154632646139,44.7,2985.8,74,by_state/CA/san_diego_06073.csv
Santa Cruz,CA,06087,16.475675675675678,11.100000000000001,20.336058876613702,0.0,80.7,74,by_state/CA/santa_cruz_06087.csv
Mendocino,CA,06045,6.082432432432432,5.35,7.152705362464009,0.0,28.5,74,by_state/CA/mendocino_06045.csv
Placer,CA,06061,95.35135135135134,84.05,58.32251437549945,29.700000000000003,234.3,74,by_state/CA/placer_06061.csv
Fresno,CA,06019,241.1810810810811,196.55,162.17549320435418,51.2,665.4000000000001,74,by_state/CA/fresno_06019.csv
Sonoma,CA,06097,35.77837837837838,27.400000000000002,25.980389180915957,0.0,104.1,74,by_state/CA/sonoma_06097.csv
Sacramento,CA,06067,221.12837837837836,181.84999999999997,130.7578599960973,61.8,540.7,74,by_state/CA/sacramento_06067.csv
Monterey,CA,06053,42.60945945945946,26.9,51.51945282009404,0.0,213.3,74,by_state/CA/monterey_06053.csv
Siskiyou,CA,06093,1.8675675675675674,0.0,3.79267889232711,0.0,14.1,74,by_state/CA/siskiyou_06093.csv
Sutter,CA,06101,0.0,0.0,0.0,0.0,0.0,74,by_state/CA/sutter_06101.csv
Marin,CA,06041,11.65945945945946,10.55,9.538443038264912,0.0,37.8,74,by_state/CA/marin_06041.csv
Ventura,CA,06111,100.01351351351352,56.599999999999994,107.96645385187536,4.6,443.8,74,by_state/CA/ventura_06111.csv
Trinity,CA,06105,0.0,0.0,0.0,0.0,0.0,74,by_state/CA/trinity_06105.csv
Santa Clara,CA,06085,183.45270270270274,129.9,149.3782174278111,37.5,654.9000000000001,74,by_state/CA/santa_clara_06085.csv
San Joaquin,CA,06077,157.8918918918919,119.35,109.39181777615596,31.4,408.1,74,by_state/CA/san_joaquin_06077.csv
Solano,CA,06095,64.99594594594593,44.3,46.183726123841176,9.9,187.1,74,by_state/CA/solano_06095.csv
Orange,CA,06059,445.0864864864865,214.39999999999998,538.6635848311101,31.700000000000003,2239.0000000000005,74,by_state/CA/orange_06059.csv
El Dorado,CA,06017,7.795945945945945,4.1,10.090296969294064,0.0,39.5,74,by_state/CA/el_dorado_06017.csv
Alameda,CA,06001,168.43648648648647,126.05,112.57774248293758,39.0,480.0,74,by_state/CA/alameda_06001.csv
Shasta,CA,06089,30.063513513513517,16.15,27.49769392235938,0.0,95.6,74,by_state/CA/shasta_06089.csv
Tulare,CA,06107,86.32027027027027,62.8,64.2686676249175,5.4,228.9,74,by_state/CA/tulare_06107.csv
Tehama,CA,06103,7.531081081081082,4.9,8.465545410026822,0.0,31.4,74,by_state/CA/tehama_06103.csv
Kings,CA,06031,41.9972972972973,34.7,31.06817502597554,0.0,97.4,74,by_state/CA/kings_06031.csv
Santa Barbara,CA,06083,49.38783783783784,35.95,48.93745785757965,4.1,204.9,74,by_state/CA/santa_barbara_06083.csv
Mono,CA,06051,0.0,0.0,0.0,0.0,0.0,74,by_state/CA/mono_06051.csv
Plumas,CA,06063,0.0554054054054054,0.0,0.47661531884965896,0.0,4.1,74,by_state/CA/plumas_06063.csv
Mariposa,CA,06043,0.0,0.0,0.0,0.0,0.0,74,by_state/CA/mariposa_06043.csv
San Mateo,CA,06081,48.07027027027027,29.45,46.68009088313197,4.5,199.6,74,by_state/CA/san_mateo_06081.csv
San Francisco,CA,06075,68.66756756756756,49.25000000000001,57.72869495666328,9.4,257.3,74,by_state/CA/san_francisco_06075.csv
Contra Costa,CA,06013,92.75405405405405,63.599999999999994,73.16801118010406,18.5,319.9,74,by_state/CA/contra_costa_06013.csv
Modoc,CA,06049,0.0,0.0,0.0,0.0,0.0,74,by_state/CA/modoc_06049.csv
Kern,CA,06029,148.56756756756758,120.75,113.28893852121,16.700000000000003,436.3,74,by_state/CA/kern_06029.csv
San Benito,CA,06069,3.2405405405405405,0.0,4.958510572850852,0.0,17.9,74,by_state/CA/san_benito_06069.csv
Yuba,CA,06115,24.929729729729733,19.7,18.41981310965034,0.0,80.7,74,by_state/CA/yuba_06115.csv
Amador,CA,06005,4.440540540540541,4.199999999999999,4.957709339563406,0.0,16.3,74,by_state/CA/amador_06005.csv
Imperial,CA,06025,40.660810810810815,26.4,43.50930562587628,0.0,192.9,74,by_state/CA/imperial_06025.csv
San Bernardino,CA,06071,445.8797297297297,311.5,435.97533484956034,44.4,1822.2,74,by_state/CA/san_bernardino_06071.csv
Glenn,CA,06021,1.4628571428571429,0.0,3.324575659032202,0.0,14.3,70,by_state/CA/glenn_06021.csv
Yolo,CA,06113,7.474324324324325,5.1,8.871472840466021,0.0,33.4,74,by_state/CA/yolo_06113.csv
Los Angeles,CA,06037,1752.3081081081084,1050.4499999999998,1979.7909953171416,192.3,8298.000000000002,74,by_state/CA/los_angeles_06037.csv
Calaveras,CA,06009,1.0932432432432433,0.0,2.270919859553693,0.0,9.9,74,by_state/CA/calaveras_06009.csv
Napa,CA,06055,7.5418918918918925,5.0,8.168046777078109,0.0,29.0,74,by_state/CA/napa_06055.csv
Lassen,CA,06035,1.15,0.0,2.28120672223914,0.0,9.0,74,by_state/CA/lassen_06035.csv
Lake,CA,06033,2.717567567567568,0.0,5.540841094059517,0.0,21.8,74,by_state/CA/lake_06033.csv
San Luis Obispo,CA,06079,15.487837837837837,9.6,17.55908969387231,0.0,58.6,74,by_state/CA/san_luis_obispo_06079.csv
Colusa,CA,06011,1.9094594594594596,0.0,3.324305218126858,0.0,14.9,74,by_state/CA/colusa_06011.csv
Inyo,CA,06027,0.6513513513513514,0.0,1.944239347915901,0.0,8.0,74,by_state/CA/inyo_06027.csv
Riverside,CA,06065,413.17432432432435,279.04999999999995,400.7706788213951,23.5,1682.5999999999997,74,by_state/CA/riverside_06065.csv
Nevada,CA,06057,6.429729729729729,4.6,7.19497027000302,0.0,28.0,74,by_state/CA/nevada_06057.csv
Butte,CA,06007,33.317567567567565,19.9,31.79637852260704,0.0,128.0,74,by_state/CA/butte_06007.csv
Del Norte,CA,06015,1.7783783783783782,0.0,4.923532262213821,0.0,19.4,74,by_state/CA/del_norte_06015.csv
Merced,CA,06047,26.1972972972973,22.950000000000003,17.1685278565088,0.0,59.3,74,by_state/CA/merced_06047.csv
Madera,CA,06039,20.904054054054054,17.7,10.017798396322762,6.4,48.9,74,by_state/CA/madera_06039.csv
Marion,IA,19125,1.8986486486486487,0.0,3.6708213870580897,0.0,19.4,74,by_state/IA/marion_19125.csv
Woodbury,IA,19193,31.056756756756762,29.25,24.985552434020207,0.0,97.0,74,by_state/IA/woodbury_19193.csv
Hardin,IA,19083,0.0,0.0,0.0,0.0,0.0,74,by_state/IA/hardin_19083.csv
Hancock,IA,19081,0.13243243243243244,0.0,0.8007031341706577,0.0,5.1,74,by_state/IA/hancock_19081.csv
Linn,IA,19113,36.324324324324316,29.65,28.223369364842526,0.0,126.4,74,by_state/IA/linn_19113.csv
Howard,IA,19089,0.0,0.0,0.0,0.0,0.0,74,by_state/IA/howard_19089.csv
Fremont,IA,19071,0.0,0.0,0.0,0.0,0.0,74,by_state/IA/fremont_19071.csv
Poweshiek,IA,19157,0.772972972972973,0.0,1.9277566845626477,0.0,8.4,74,by_state/IA/poweshiek_19157.csv
Monroe,IA,19135,0.20135135135135135,0.0,0.9975989315781265,0.0,6.0,74,by_state/IA/monroe_19135.csv
Appanoose,IA,19007,0.3581081081081081,0.0,1.5295273472418711,0.0,7.7,74,by_state/IA/appanoose_19007.csv
Washington,IA,19183,0.36081081081081073,0.0,1.2337511091519149,0.0,5.6,74,by_state/IA/washington_19183.csv
Carroll,IA,19027,1.6351351351351349,0.0,3.0771109218427526,0.0,10.9,74,by_state/IA/carroll_19027.csv
Jackson,IA,19097,0.058108108108108104,0.0,0.4998648465984227,0.0,4.3,74,by_state/IA/jackson_19097.csv
Adams,IA,19003,0.06351351351351352,0.0,0.5463639020959508,0.0,4.7,74,by_state/IA/adams_19003.csv
Montgomery,IA,19137,0.3162162162162162,0.0,1.3934314623552093,0.0,8.6,74,by_state/IA/montgomery_19137.csv
Lyon,IA,19119,0.0,0.0,0.0,0.0,0.0,74,by_state/IA/lyon_19119.csv
O'Brien,IA,19141,0.14594594594594595,0.0,0.8892338073653191,0.0,6.1,74,by_state/IA/o'brien_19141.csv
Pocahontas,IA,19151,0.06216216216216216,0.0,0.5347391382215688,0.0,4.6,74,by_state/IA/pocahontas_19151.csv
Winneshiek,IA,19191,0.7135135135135134,0.0,1.7634278825841325,0.0,7.3,74,by_state/IA/winneshiek_19191.csv
Franklin,IA,19069,0.3783783783783784,0.0,1.465144835541914,0.0,7.6,74,by_state/IA/franklin_19069.csv
Cass,IA,19029,0.44999999999999996,0.0,1.406370048148341,0.0,5.3,74,by_state/IA/cass_19029.csv
Lee,IA,19111,0.3945945945945946,0.0,1.5696515529819353,0.0,9.8,74,by_state/IA/lee_19111.csv
Clinton,IA,19045,4.4270270270270276,4.9,4.726326654294554,0.0,21.3,74,by_state/IA/clinton_19045.csv
