county,state,fips,mean_hospitalized,median_hospitalized,std_hospitalized,min_hospitalized,max_hospitalized,weeks_of_data,file
Lauderdale,AL,01077,23.00810810810811,18.85,18.8078732912995,0.0,72.9,74,by_state/AL/lauderdale_01077.csv
Pike,AL,01109,2.058108108108108,0.0,3.7152778526510115,0.0,13.0,74,by_state/AL/pike_01109.csv
Marshall,AL,01095,17.710810810810806,10.95,17.099159376658687,0.0,56.4,74,by_state/AL/marshall_01095.csv
Baldwin,AL,01003,37.795945945945945,25.299999999999997,40.45124729840896,0.0,162.29999999999998,74,by_state/AL/baldwin_01003.csv
Franklin,AL,01059,2.62027027027027,0.0,4.008244234544792,0.0,13.9,74,by_state/AL/franklin_01059.csv
Jackson,AL,01071,4.995945945945945,2.0,6.136627943552231,0.0,19.4,74,by_state/AL/jackson_01071.csv
Monroe,AL,01099,2.708108108108108,0.0,4.526928764951692,0.0,16.6,74,by_state/AL/monroe_01099.csv
Elmore,AL,01051,1.4216216216216215,0.0,3.3762778512499785,0.0,14.5,74,by_state/AL/elmore_01051.csv
Lawrence,AL,01079,0.11891891891891893,0.0,0.7214285059700736,0.0,4.8,74,by_state/AL/lawrence_01079.csv
Clay,AL,01027,0.9945945945945945,0.0,2.0348263627508185,0.0,7.4,74,by_state/AL/clay_01027.csv
Crenshaw,AL,01041,0.4081081081081081,0.0,1.3981158315974735,0.0,6.0,74,by_state/AL/crenshaw_01041.csv
Bullock,AL,01011,0.0,0.0,0.0,0.0,0.0,74,by_state/AL/bullock_01011.csv
Walker,AL,01127,16.82702702702703,14.05,15.089298551171384,0.0,51.3,74,by_state/AL/walker_01127.csv
Dekalb,AL,01049,6.128378378378378,5.6,6.342799180480938,0.0,23.4,74,by_state/AL/dekalb_01049.csv
Wilcox,AL,01131,0.0,0.0,0.0,0.0,0.0,74,by_state/AL/wilcox_01131.csv
Montgomery,AL,01101,80.29054054054055,59.3,58.540352945566404,0.0,230.4,74,by_state/AL/montgomery_01101.csv
Winston,AL,01133,2.2162162162162162,0.0,3.0515671710099204,0.0,8.7,74,by_state/AL/winston_01133.csv
St. Clair,AL,01115,7.62972972972973,5.7,8.138336973428702,0.0,29.4,74,by_state/AL/st._clair_01115.csv
Geneva,AL,01061,3.1202702702702703,0.0,5.114952020550016,0.0,26.3,74,by_state/AL/geneva_01061.csv
Chilton,AL,01021,2.1175675675675674,0.0,3.5410840422111165,0.0,11.9,74,by_state/AL/chilton_01021.csv
Tallapoosa,AL,01123,4.712162162162162,0.0,6.883929124600375,0.0,24.799999999999997,74,by_state/AL/tallapoosa_01123.csv
Autauga,AL,01001,12.617567567567567,8.6,11.078775933919875,0.0,41.9,74,by_state/AL/autauga_01001.csv
Cherokee,AL,01019,0.07567567567567567,0.0,0.6509867769653879,0.0,5.6,74,by_state/AL/cherokee_01019.csv
Dale,AL,01045,5.441891891891893,4.35,6.661893407205977,0.0,26.1,74,by_state/AL/dale_01045.csv
Chambers,AL,01017,0.6500000000000001,0.0,1.9596845757324408,0.0,8.3,56,by_state/AL/chambers_01017.csv
Morgan,AL,01103,32.52702702702703,27.8,25.87351900227148,0.0,96.9,74,by_state/AL/morgan_01103.csv
Blount,AL,01009,1.7283783783783782,0.0,3.598801941829031,0.0,13.9,74,by_state/AL/blount_01009.csv
Washington,AL,01129,0.1256756756756757,0.0,0.7667867147881244,0.0,5.3,74,by_state/AL/washington_01129.csv
Etowah,AL,01055,40.8972972972973,29.75,37.655925957525234,0.0,141.10000000000002,74,by_state/AL/etowah_01055.csv
Butler,AL,01013,1.8121621621621622,0.0,3.3767112436005355,0.0,11.6,74,by_state/AL/butler_01013.csv
Lee,AL,01081,29.70945945945946,23.65,22.260654945619255,4.6,80.6,74,by_state/AL/lee_01081.csv
Hillsborough,NH,33011,48.11891891891892,39.05,42.268206503316826,0.0,148.5,74,by_state/NH/hillsborough_33011.csv
Grafton,NH,33009,9.248648648648649,6.5,11.350423843914598,0.0,47.7,74,by_state/NH/grafton_33009.csv
Sullivan,NH,33019,1.531081081081081,0.0,3.2593354090066113,0.0,11.4,74,by_state/NH/sullivan_33019.csv
Belknap,NH,33001,3.060810810810811,0.0,4.565829534003668,0.0,18.6,74,by_state/NH/belknap_33001.csv
Merrimack,NH,33013,13.064864864864866,8.350000000000001,15.396685574948172,0.0,57.9,74,by_state/NH/merrimack_33013.csv
Strafford,NH,33017,16.3472972972973,13.649999999999999,12.634712165278822,0.0,53.3,74,by_state/NH/strafford_33017.csv
Cheshire,NH,33005,4.5797297297297295,0.0,6.0309698379470715,0.0,26.9,74,by_state/NH/cheshire_33005.csv
Rockingham,NH,33015,22.691891891891895,14.850000000000001,21.694736163263933,0.0,78.9,74,by_state/NH/rockingham_33015.csv
Carroll,NH,33003,0.8513513513513513,0.0,3.1725813025731124,0.0,18.1,74,by_state/NH/carroll_33003.csv
Coos,NH,33007,0.5743243243243243,0.0,2.004382924261593,0.0,9.0,74,by_state/NH/coos_33007.csv
Hennepin,MN,27053,206.86756756756756,179.5,124.13595850518986,39.5,509.49999999999994,74,by_state/MN/hennepin_27053.csv
Aitkin,MN,27001,0.758108108108108,0.0,1.989837658192435,0.0,8.0,74,by_state/MN/aitkin_27001.csv
Cottonwood,MN,27033,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/cottonwood_27033.csv
Clearwater,MN,27029,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/clearwater_27029.csv
Stearns,MN,27145,46.25675675675676,40.0,33.91994637289426,0.0,135.79999999999998,74,by_state/MN/stearns_27145.csv
Redwood,MN,27127,0.05405405405405406,0.0,0.46499055497527725,0.0,4.0,74,by_state/MN/redwood_27127.csv
Big Stone,MN,27011,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/big_stone_27011.csv
Koochiching,MN,27071,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/koochiching_27071.csv
Grant,MN,27051,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/grant_27051.csv
Faribault,MN,27043,0.32297297297297295,0.0,1.2125538877783464,0.0,5.4,74,by_state/MN/faribault_27043.csv
Hubbard,MN,27057,1.1364864864864863,0.0,2.4470040012240815,0.0,8.0,74,by_state/MN/hubbard_27057.csv
Sherburne,MN,27141,3.2675675675675673,0.0,4.581502657967266,0.0,15.1,74,by_state/MN/sherburne_27141.csv
Isanti,MN,27059,3.3554054054054054,0.0,4.50953759108956,0.0,18.1,74,by_state/MN/isanti_27059.csv
Pope,MN,27121,0.18783783783783783,0.0,0.9224673142967971,0.0,5.1,74,by_state/MN/pope_27121.csv
Rock,MN,27133,0.6527027027027027,0.0,1.8272085883861335,0.0,8.4,74,by_state/MN/rock_27133.csv
Ramsey,MN,27123,119.22027027027029,100.69999999999999,77.05219718046276,13.7,326.6,74,by_state/MN/ramsey_27123.csv
Wright,MN,27171,4.566216216216216,0.0,6.525152116570998,0.0,21.5,74,by_state/MN/wright_27171.csv
Waseca,MN,27161,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/waseca_27161.csv
Olmsted,MN,27109,65.9608108108108,59.4,30.528185124648548,18.7,128.9,74,by_state/MN/olmsted_27109.csv
Le Sueur,MN,27079,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/le_sueur_27079.csv
Freeborn,MN,27047,6.933783783783784,7.800000000000001,4.868581887618381,0.0,17.6,74,by_state/MN/freeborn_27047.csv
Wabasha,MN,27157,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/wabasha_27157.csv
Lake Of The Woods,MN,27077,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/lake_of_the_woods_27077.csv
Traverse,MN,27155,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/traverse_27155.csv
Lincoln,MN,27081,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/lincoln_27081.csv
Yellow Medicine,MN,27173,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/yellow_medicine_27173.csv
Becker,MN,27005,2.4621621621621625,0.0,3.8615314834921057,0.0,13.1,74,by_state/MN/becker_27005.csv
Brown,MN,27015,1.9689189189189187,0.0,3.119313485924874,0.0,11.3,74,by_state/MN/brown_27015.csv
Martin,MN,27091,1.3027027027027025,0.0,2.4180243816809526,0.0,9.1,74,by_state/MN/martin_27091.csv
Kanabec,MN,27065,3.510810810810811,0.0,4.6482156708377085,0.0,14.6,74,by_state/MN/kanabec_27065.csv
Lyon,MN,27083,1.0175675675675677,0.0,2.1967197281094455,0.0,8.3,74,by_state/MN/lyon_27083.csv
Cook,MN,27031,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/cook_27031.csv
Sibley,MN,27143,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/sibley_27143.csv
Lac Qui Parle,MN,27073,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/lac_qui_parle_27073.csv
Goodhue,MN,27049,1.3216216216216217,0.0,2.3137036827521573,0.0,7.9,74,by_state/MN/goodhue_27049.csv
Douglas,MN,27041,3.077027027027027,0.0,4.79124622154027,0.0,17.3,74,by_state/MN/douglas_27041.csv
Marshall,MN,27089,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/marshall_27089.csv
Anoka,MN,27003,54.608108108108105,43.150000000000006,38.565062465229545,6.0,149.6,74,by_state/MN/anoka_27003.csv
Carlton,MN,27017,1.5648648648648649,0.0,5.6777728711184725,0.0,41.0,74,by_state/MN/carlton_27017.csv
Nicollet,MN,27103,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/nicollet_27103.csv
Pennington,MN,27113,1.068918918918919,0.0,2.2145178315408782,0.0,7.9,74,by_state/MN/pennington_27113.csv
Itasca,MN,27061,2.3216216216216212,0.0,3.5110108707209413,0.0,9.9,74,by_state/MN/itasca_27061.csv
Jackson,MN,27063,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/jackson_27063.csv
Mille Lacs,MN,27095,0.29324324324324325,0.0,1.1006014645900806,0.0,5.0,74,by_state/MN/mille_lacs_27095.csv
Wadena,MN,27159,0.8351351351351352,0.0,2.0623455480521518,0.0,7.9,74,by_state/MN/wadena_27159.csv
Washington,MN,27163,14.104054054054055,10.95,14.90769259167887,0.0,52.9,74,by_state/MN/washington_27163.csv
Polk,MN,27119,0.13513513513513514,0.0,0.8223641883014278,0.0,5.6,74,by_state/MN/polk_27119.csv
Murray,MN,27101,0.05945945945945946,0.0,0.5114896104728048,0.0,4.4,74,by_state/MN/murray_27101.csv
Chippewa,MN,27023,0.1445945945945946,0.0,0.8800905762682241,0.0,6.0,74,by_state/MN/chippewa_27023.csv
Beltrami,MN,27007,13.117567567567567,12.6,10.662408143889396,0.0,38.7,74,by_state/MN/beltrami_27007.csv
Todd,MN,27153,1.4324324324324325,0.0,2.81741687327911,0.0,10.4,74,by_state/MN/todd_27153.csv
Wilkin,MN,27167,0.06756756756756757,0.0,0.5812381937190966,0.0,5.0,74,by_state/MN/wilkin_27167.csv
Roseau,MN,27135,0.7824324324324325,0.0,1.9388852967626067,0.0,8.3,74,by_state/MN/roseau_27135.csv
Rice,MN,27131,1.989189189189189,0.0,3.4276301796793436,0.0,12.3,74,by_state/MN/rice_27131.csv
Pine,MN,27115,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/pine_27115.csv
Watonwan,MN,27165,0.2513513513513514,0.0,1.0631103556479073,0.0,5.1,74,by_state/MN/watonwan_27165.csv
Nobles,MN,27105,1.2391891891891893,0.0,2.783159610186224,0.0,11.7,74,by_state/MN/nobles_27105.csv
Crow Wing,MN,27035,9.079729729729731,5.7,10.526144615855253,0.0,37.7,74,by_state/MN/crow_wing_27035.csv
Steele,MN,27147,2.5554054054054056,0.0,3.5827265155813715,0.0,10.9,74,by_state/MN/steele_27147.csv
Otter Tail,MN,27111,2.3486486486486493,0.0,4.163318066988872,0.0,15.6,74,by_state/MN/otter_tail_27111.csv
Pipestone,MN,27117,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/pipestone_27117.csv
Mcleod,MN,27085,2.937837837837838,0.0,4.7937088539129,0.0,19.3,74,by_state/MN/mcleod_27085.csv
Carver,MN,27019,12.929729729729731,11.2,7.214345103224485,0.0,35.7,74,by_state/MN/carver_27019.csv
Stevens,MN,27149,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/stevens_27149.csv
Swift,MN,27151,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/swift_27151.csv
Winona,MN,27169,1.3121621621621622,0.0,2.392336663822472,0.0,8.1,74,by_state/MN/winona_27169.csv
Mahnomen,MN,27087,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/mahnomen_27087.csv
Chisago,MN,27025,5.697297297297296,4.5,6.518676497592634,0.0,22.3,74,by_state/MN/chisago_27025.csv
Kittson,MN,27069,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/kittson_27069.csv
St. Louis,MN,27137,43.663513513513514,28.7,37.60264335769649,0.0,149.3,74,by_state/MN/st._louis_27137.csv
Kandiyohi,MN,27067,4.227027027027027,2.0,4.80488613459079,0.0,14.6,74,by_state/MN/kandiyohi_27067.csv
Morrison,MN,27097,1.944594594594595,0.0,3.273686786462748,0.0,10.6,74,by_state/MN/morrison_27097.csv
Dakota,MN,27037,22.6,15.399999999999999,18.460457555290574,0.0,70.5,74,by_state/MN/dakota_27037.csv
Blue Earth,MN,27013,16.14864864864865,13.2,8.89779475901143,0.0,40.0,74,by_state/MN/blue_earth_27013.csv
Meeker,MN,27093,0.6743243243243244,0.0,1.7405762556096194,0.0,6.7,74,by_state/MN/meeker_27093.csv
Lake,MN,27075,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/lake_27075.csv
Scott,MN,27139,10.754054054054054,8.350000000000001,10.118857875737108,0.0,39.9,74,by_state/MN/scott_27139.csv
Renville,MN,27129,0.08108108108108109,0.0,0.6974858324629158,0.0,6.0,74,by_state/MN/renville_27129.csv
Norman,MN,27107,0.0,0.0,0.0,0.0,0.0,74,by_state/MN/norman_27107.csv
Bay,MI,26017,26.590540540540545,19.7,19.698481750263326,0.0,81.6,74,by_state/MI/bay_26017.csv
Manistee,MI,26101,1.372972972972973,0.0,2.413165788450351,0.0,7.7,74,by_state/MI/manistee_26101.csv
Delta,MI,26041,2.435135135135135,0.0,3.5344656232254277,0.0,12.1,74,by_state/MI/delta_26041.csv
Ogemaw,MI,26129,4.532432432432433,0.0,5.424806242562465,0.0,18.0,74,by_state/MI/ogemaw_26129.csv
Chippewa,MI,26033,3.402702702702702,0.0,4.802253266014976,0.0,17.6,74,by_state/MI/chippewa_26033.csv
Lenawee,MI,26091,10.358108108108109,9.1,7.999229530651245,0.0,24.9,74,by_state/MI/lenawee_26091.csv
Jackson,MI,26075,39.612162162162164,30.25,27.43920778791067,5.0,97.7,74,by_state/MI/jackson_26075.csv
Mackinac,MI,26097,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/mackinac_26097.csv
Schoolcraft,MI,26153,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/schoolcraft_26153.csv
Houghton,MI,26061,1.7405405405405407,0.0,4.20280137882351,0.0,21.0,74,by_state/MI/houghton_26061.csv
St. Joseph,MI,26149,1.027027027027027,0.0,2.5734310180649853,0.0,12.6,74,by_state/MI/st._joseph_26149.csv
Ingham,MI,26065,84.58108108108108,72.25,57.783226640669994,0.0,214.6,74,by_state/MI/ingham_26065.csv
Monroe,MI,26115,13.449999999999998,12.95,9.812198865460404,0.0,32.9,74,by_state/MI/monroe_26115.csv
Genesee,MI,26049,102.46486486486486,80.6,76.03235690518103,0.0,272.20000000000005,74,by_state/MI/genesee_26049.csv
Mecosta,MI,26107,6.851351351351352,5.55,7.1600727639075155,0.0,23.4,74,by_state/MI/mecosta_26107.csv
Kalkaska,MI,26079,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/kalkaska_26079.csv
Clare,MI,26035,1.7513513513513512,0.0,2.776774675930433,0.0,8.1,74,by_state/MI/clare_26035.csv
Iron,MI,26071,0.1878378378378378,0.0,0.9218731233390997,0.0,5.0,74,by_state/MI/iron_26071.csv
Luce,MI,26095,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/luce_26095.csv
Montcalm,MI,26117,9.12972972972973,7.199999999999999,9.636158072162722,0.0,40.9,74,by_state/MI/montcalm_26117.csv
Eaton,MI,26045,0.9675675675675675,0.0,2.934775345914662,0.0,15.0,74,by_state/MI/eaton_26045.csv
Gladwin,MI,26051,0.6986486486486486,0.0,1.698145099504383,0.0,5.7,74,by_state/MI/gladwin_26051.csv
Cass,MI,26027,1.7189189189189187,0.0,3.386745950070968,0.0,16.1,74,by_state/MI/cass_26027.csv
Oceana,MI,26127,0.06621621621621622,0.0,0.5696134298447145,0.0,4.9,74,by_state/MI/oceana_26127.csv
Calhoun,MI,26025,24.26486486486486,21.35,18.576590309196543,0.0,82.1,74,by_state/MI/calhoun_26025.csv
Sanilac,MI,26151,0.754054054054054,0.0,1.7493003837690575,0.0,6.7,74,by_state/MI/sanilac_26151.csv
Shiawassee,MI,26155,8.424324324324324,8.35,8.372767513706462,0.0,32.6,74,by_state/MI/shiawassee_26155.csv
Washtenaw,MI,26161,105.1054054054054,87.4,71.53727812939323,17.7,270.4,74,by_state/MI/washtenaw_26161.csv
Hillsdale,MI,26059,3.924324324324324,2.0,4.562978203449327,0.0,15.1,74,by_state/MI/hillsdale_26059.csv
Muskegon,MI,26121,35.983783783783785,28.4,31.23878002207638,4.6,134.6,74,by_state/MI/muskegon_26121.csv
Arenac,MI,26011,1.4972972972972975,0.0,2.9240604613510355,0.0,12.6,74,by_state/MI/arenac_26011.csv
Iosco,MI,26069,2.8027027027027027,0.0,4.528448068643776,0.0,21.6,74,by_state/MI/iosco_26069.csv
Midland,MI,26111,23.283783783783782,20.5,18.221258298482226,0.0,60.6,74,by_state/MI/midland_26111.csv
Grand Traverse,MI,26055,25.6472972972973,24.0,20.99795308336566,0.0,83.3,74,by_state/MI/grand_traverse_26055.csv
Baraga,MI,26013,0.05945945945945946,0.0,0.5114896104728048,0.0,4.4,74,by_state/MI/baraga_26013.csv
Branch,MI,26023,5.07027027027027,5.4,5.397354240983788,0.0,19.7,74,by_state/MI/branch_26023.csv
Ontonagon,MI,26131,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/ontonagon_26131.csv
Alger,MI,26003,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/alger_26003.csv
Osceola,MI,26133,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/osceola_26133.csv
Gratiot,MI,26057,7.035135135135135,5.9,7.237354251163253,0.0,23.7,74,by_state/MI/gratiot_26057.csv
Gogebic,MI,26053,0.7445945945945945,0.0,1.8391586739364243,0.0,7.6,74,by_state/MI/gogebic_26053.csv
Livingston,MI,26093,7.944594594594594,6.05,8.241145383419427,0.0,32.7,74,by_state/MI/livingston_26093.csv
Allegan,MI,26005,0.34324324324324323,0.0,1.3109738178091574,0.0,7.1,74,by_state/MI/allegan_26005.csv
Newaygo,MI,26123,4.293243243243242,4.35,4.632444577319844,0.0,15.9,74,by_state/MI/newaygo_26123.csv
Ottawa,MI,26139,22.979729729729726,15.2,24.367168455856547,0.0,80.39999999999999,74,by_state/MI/ottawa_26139.csv
Berrien,MI,26021,26.956756756756757,20.85,19.393206557198297,0.0,74.7,74,by_state/MI/berrien_26021.csv
Alpena,MI,26007,7.191891891891893,5.7,7.607400087923705,0.0,25.7,74,by_state/MI/alpena_26007.csv
Van Buren,MI,26159,0.6918918918918919,0.0,1.825898672094176,0.0,8.7,74,by_state/MI/van_buren_26159.csv
Saginaw,MI,26145,78.22702702702702,58.650000000000006,60.820108195426364,0.0,249.2,74,by_state/MI/saginaw_26145.csv
Tuscola,MI,26157,0.2391891891891892,0.0,1.0085684371842423,0.0,4.6,74,by_state/MI/tuscola_26157.csv
Charlevoix,MI,26029,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/charlevoix_26029.csv
Marquette,MI,26103,10.554054054054054,9.75,10.31936853209283,0.0,44.3,74,by_state/MI/marquette_26103.csv
Benzie,MI,26019,0.0,0.0,0.0,0.0,0.0,74,by_state/MI/benzie_26019.csv
Kent,MI,26081,149.80135135135134,144.7,111.69955726877006,17.9,432.19999999999993,74,by_state/MI/kent_26081.csv
Emmet,MI,26047,10.20945945945946,7.95,8.941823676561594,0.0,34.9,74,by_state/MI/emmet_26047.csv
Clinton,MI,26037,0.6675675675675675,0.0,1.8654103157367328,0.0,8.0,74,by_state/MI/clinton_26037.csv
Kalamazoo,MI,26077,57.02837837837837,53.85,35.59540342908795,8.7,135.9,74,by_state/MI/kalamazoo_26077.csv
Isabella,MI,26073,3.362162162162162,0.0,4.432065683168352,0.0,13.7,74,by_state/MI/isabella_26073.csv
Wayne,MI,26163,364.84594594594597,265.84999999999997,256.83750429693185,44.4,966.5,74,by_state/MI/wayne_26163.csv
Macomb,MI,26099,147.15675675675675,107.85,112.15435557422096,0.0,391.0,74,by_state/MI/macomb_26099.csv
Mason,MI,26105,4.706756756756756,0.0,5.598540198210701,0.0,18.3,74,by_state/MI/mason_26105.csv
St. Clair,MI,26147,38.502702702702706,29.099999999999998,33.20530562067542,0.0,127.8,74,by_state/MI/st._clair_26147.csv
Otsego,MI,26137,2.25,0.0,3.426418314472625,0.0,10.9,74,by_state/MI/otsego_26137.csv
Lapeer,MI,26087,13.63108108108108,10.7,10.676692393203489,0.0,40.1,74,by_state/MI/lapeer_26087.csv
Dickinson,MI,26043,2.158108108108108,0.0,3.4295255775081595,0.0,12.0,74,by_state/MI/dickinson_26043.csv
Crawford,MI,26039,5.760810810810811,5.800000000000001,5.818789064994127,0.0,19.9,74,by_state/MI/crawford_26039.csv
Oakland,MI,26125,301.4027027027027,231.25,215.60931434182407,27.699999999999996,805.8,74,by_state/MI/oakland_26125.csv
Wexford,MI,26165,6.3243243243243255,5.15,6.428975734070183,0.0,22.6,74,by_state/MI/wexford_26165.csv
Huron,MI,26063,0.9554054054054053,0.0,2.192836524954804,0.0,10.5,74,by_state/MI/huron_26063.csv
Barry,MI,26015,3.0811594202898553,0.0,4.118583257352076,0.0,12.9,69,by_state/MI/barry_26015.csv
Ionia,MI,26067,0.7581081081081081,0.0,2.0071111084967783,0.0,7.9,74,by_state/MI/ionia_26067.csv
Mcclain,OK,40087,0.34324324324324323,0.0,1.3034286798992332,0.0,6.1,74,by_state/OK/mcclain_40087.csv
Osage,OK,40113,17.967567567567567,17.3,13.115473535370956,0.0,42.0,74,by_state/OK/osage_40113.csv
Beaver,OK,40007,0.0,0.0,0.0,0.0,0.0,74,by_state/OK/beaver_40007.csv
Washington,OK,40147,11.598648648648648,5.5,13.52071463260101,0.0,44.0,74,by_state/OK/washington_40147.csv
Grady,OK,40051,3.040540540540541,0.0,3.32804269758729,0.0,9.9,74,by_state/OK/grady_40051.csv
Caddo,OK,40015,0.6648648648648648,0.0,2.2791750750182027,0.0,13.0,74,by_state/OK/caddo_40015.csv
Nowata,OK,40105,0.0,0.0,0.0,0.0,0.0,74,by_state/OK/nowata_40105.csv
Blaine,OK,40011,0.23783783783783785,0.0,1.4782165024575147,0.0,10.9,74,by_state/OK/blaine_40011.csv
Ellis,OK,40045,0.0,0.0,0.0,0.0,0.0,74,by_state/OK/ellis_40045.csv
Major,OK,40093,0.0554054054054054,0.0,0.47661531884965885,0.0,4.1,74,by_state/OK/major_40093.csv
Mayes,OK,40097,0.9162162162162162,0.0,2.058395906047912,0.0,7.9,74,by_state/OK/mayes_40097.csv
Greer,OK,40055,0.19594594594594592,0.0,0.9656340367491946,0.0,5.3,74,by_state/OK/greer_40055.csv
Bryan,OK,40013,9.093243243243245,7.9,8.381132284982643,0.0,34.3,74,by_state/OK/bryan_40013.csv
Mccurtain,OK,40089,2.348611111111111,0.0,3.5094236537993866,0.0,13.6,72,by_state/OK/mccurtain_40089.csv
Washita,OK,40149,0.0,0.0,0.0,0.0,0.0,74,by_state/OK/washita_40149.csv
Dewey,OK,40043,0.05405405405405406,0.0,0.46499055497527725,0.0,4.0,74,by_state/OK/dewey_40043.csv
Pittsburg,OK,40121,9.323188405797103,8.1,8.390841381907668,0.0,29.7,69,by_state/OK/pittsburg_40121.csv
Hughes,OK,40063,0.24189189189189186,0.0,1.2100047273491665,0.0,7.6,74,by_state/OK/hughes_40063.csv
Harper,OK,40059,0.0,0.0,0.0,0.0,0.0,72,by_state/OK/harper_40059.csv
Lincoln,OK,40081,0.9364864864864865,0.0,2.50711722924652,0.0,10.9,74,by_state/OK/lincoln_40081.csv
Creek,OK,40037,0.12432432432432432,0.0,0.7555839274726643,0.0,5.1,74,by_state/OK/creek_40037.csv
Woodward,OK,40153,3.0878378378378377,0.0,4.894306244727523,0.0,18.9,74,by_state/OK/woodward_40153.csv
Oklahoma,OK,40109,242.81216216216214,178.15000000000003,149.2953475797543,74.7,620.5,74,by_state/OK/oklahoma_40109.csv
Craig,OK,40035,0.9797297297297297,0.0,2.0672912413683475,0.0,6.7,74,by_state/OK/craig_40035.csv
Garvin,OK,40049,1.7513513513513512,0.0,3.184863311543735,0.0,11.9,74,by_state/OK/garvin_40049.csv
Jefferson,OK,40067,0.0,0.0,0.0,0.0,0.0,74,by_state/OK/jefferson_40067.csv
Pushmataha,OK,40127,0.6594594594594594,0.0,1.703816740331929,0.0,6.6,74,by_state/OK/pushmataha_40127.csv
Ottawa,OK,40115,3.9040540540540545,4.65,3.8193608871222455,0.0,13.9,74,by_state/OK/ottawa_40115.csv
Seminole,OK,40133,0.0,0.0,0.0,0.0,0.0,3,by_state/OK/seminole_40133.csv
Coal,OK,40029,0.3297297297297297,0.0,1.2546603240292078,0.0,6.4,74,by_state/OK/coal_40029.csv
Pawnee,OK,40117,0.0,0.0,0.0,0.0,0.0,74,by_state/OK/pawnee_40117.csv
Kingfisher,OK,40073,0.37432432432432433,0.0,1.281379908034807,0.0,5.9,74,by_state/OK/kingfisher_40073.csv
Carter,OK,40019,19.691891891891892,18.35,12.148676648792643,0.0,52.099999999999994,74,by_state/OK/carter_40019.csv
Choctaw,OK,40023,1.3842857142857143,0.0,3.018812306731113,0.0,12.9,70,by_state/OK/choctaw_40023.csv
Kiowa,OK,40075,0.4229729729729729,0.0,1.4808871181807814,0.0,7.4,74,by_state/OK/kiowa_40075.csv
Custer,OK,40039,0.6702702702702702,0.0,1.9697527645241704,0.0,11.4,74,by_state/OK/custer_40039.csv
Love,OK,40085,0.11351351351351349,0.0,0.6859298906472704,0.0,4.3,74,by_state/OK/love_40085.csv
Muskogee,OK,40101,25.456756756756757,21.049999999999997,17.74864132234739,0.0,71.8,74,by_state/OK/muskogee_40101.csv
Texas,OK,40139,0.527027027027027,0.0,1.6997419060565453,0.0,8.2,74,by_state/OK/texas_40139.csv
Kay,OK,40071,6.066216216216216,5.65,6.785001126114665,0.0,30.3,74,by_state/OK/kay_40071.csv
Okmulgee,OK,40111,0.18378378378378377,0.0,0.9040285828653548,0.0,5.0,74,by_state/OK/okmulgee_40111.csv
Le Flore,OK,40079,1.7301369863013698,0.0,4.725424288166762,0.0,27.5,73,by_state/OK/le_flore_40079.csv
Canadian,OK,40017,9.147297297297296,8.2,6.659861839304381,0.0,20.6,74,by_state/OK/canadian_40017.csv
Rogers,OK,40131,4.18918918918919,2.0,4.660194821242597,0.0,13.4,74,by_state/OK/rogers_40131.csv
Payne,OK,40119,11.128378378378377,8.95,9.94276112074426,0.0,38.7,74,by_state/OK/payne_40119.csv
Logan,OK,40083,1.3864864864864863,0.0,2.5275644416442082,0.0,8.6,74,by_state/OK/logan_40083.csv
Beckham,OK,40009,3.4055555555555554,0.0,3.976617888087316,0.0,12.7,72,by_state/OK/beckham_40009.csv
Wagoner,OK,40145,1.0986486486486484,0.0,2.6423056164553667,0.0,11.1,74,by_state/OK/wagoner_40145.csv
