"GEOID","state","R","density_log","private","hincome","R_death","sensitivitydensity"
51139,"VA",2.526158994,3.396575323,9.263157895,4.7951,1.554777718,FALSE
51149,"VA",0.968040574,3.951636793,9.548129982,6.7001,NA,FALSE
51153,"VA",2.118214701,6.134253434,8.837271387,10.3445,NA,TRUE
51159,"VA",2.616388966,2.926310203,8.280438546,4.9831,NA,TRUE
51161,"VA",1.195346486,4.958439256,9.269396265,6.5467,NA,TRUE
51175,"VA",1.869856495,2.482146602,9.268292683,5.4611,NA,FALSE
51177,"VA",1.490042834,4.768173491,9.121425483,8.533,NA,FALSE
51179,"VA",1.667332901,5.221065535,8.785141665,10.6773,NA,TRUE
51183,"VA",1.456619568,2.253378036,9.084181314,4.5801,NA,FALSE
51191,"VA",1.093513917,3.631502213,9.286017669,4.6262,NA,FALSE
51510,"VA",2.562338432,8.187653418,6.779995905,9.6733,NA,TRUE
51550,"VA",1.418078591,5.528423211,9.336620388,7.579,NA,TRUE
51570,"VA",0.882223614,6.795662516,9.479222163,5.3716,NA,TRUE
51600,"VA",0.823566259,7.241649366,7.982231471,11.1574,NA,TRUE
51610,"VA",0.67287668,7.775763173,6.542883573,12.4796,NA,TRUE
51640,"VA",1.747446604,5.799044198,9.231049563,3.1938,NA,TRUE
51650,"VA",1.22907627,6.939361815,9.169570267,5.455,NA,TRUE
51660,"VA",2.175754473,6.988657058,8.429398842,4.3893,NA,TRUE
51680,"VA",1.465206031,6.386715507,8.592939029,4.3374,NA,TRUE
51683,"VA",1.398437637,7.298384409,9.042136772,7.8462,NA,TRUE
51685,"VA",1.644756949,7.684769444,8.56806406,8.0667,NA,TRUE
51700,"VA",1.59751216,6.923096185,8.949442041,5.1884,NA,TRUE
51710,"VA",1.867131544,7.457140498,8.217789251,4.9146,NA,TRUE
51740,"VA",1.532229946,6.999502831,8.987020703,5.0224,NA,TRUE
51760,"VA",2.277260108,7.184178179,8.214353737,4.5117,NA,TRUE
51800,"VA",1.879298792,4.401975193,9.437777259,7.0664,NA,FALSE
51810,"VA",2.212908961,6.520789408,9.11463074,7.4186,NA,TRUE
53001,"WA",1.083871061,1.323452174,9.05345502,4.9142,NA,TRUE
53005,"WA",1.649695078,3.683292464,9.220372023,6.565,0.752416295,TRUE
53011,"WA",2.41426402,5.56490742,8.779682891,7.1636,1.090062091,TRUE
53017,"WA",2.173805912,2.098779087,8.844487241,6.0452,NA,TRUE
53021,"WA",1.746666133,3.190282407,9.341394392,6.2002,NA,TRUE
53025,"WA",1.618316943,2.552695378,8.706625387,5.4982,NA,TRUE
53029,"WA",2.099143724,4.979584066,8.495013599,6.4809,NA,TRUE
53033,"WA",1.869793295,5.864946362,7.21729762,8.9418,1.188217454,TRUE
53035,"WA",2.285189659,5.503347644,7.800669274,7.161,NA,TRUE
53053,"WA",1.817458405,5.214442966,8.839443567,6.7868,1.824189666,TRUE
53057,"WA",2.070824631,3.260857648,8.855797657,6.2865,NA,FALSE
53061,"WA",2.626749814,4.882439254,8.613750769,8.2751,1.405480348,FALSE
53063,"WA",4.801918551,4.63620824,8.763400272,5.4852,1.698302538,TRUE
53067,"WA",1.951017727,4.904606433,8.938828518,6.9592,NA,FALSE
53071,"WA",1.077975674,2.883046947,8.398705255,5.6533,NA,TRUE
53073,"WA",1.538069391,3.60715081,8.527561429,5.9285,1.094501787,TRUE
53077,"WA",2.51667496,3.084814685,9.306290761,4.9871,1.35212351,FALSE
54003,"WV",1.496002714,4.83023258,9.430106315,6.0615,NA,FALSE
54011,"WV",1.31772429,4.885350258,8.993470591,3.8321,NA,TRUE
54031,"WV",1.094501787,2.229936483,9.525821596,4.7186,NA,TRUE
54033,"WV",0.918068946,4.160938704,9.246084327,5.0433,NA,TRUE
54035,"WV",1.286747854,3.190013752,9.515003173,4.4783,NA,TRUE
54037,"WV",1.471005163,4.590380327,8.931136936,7.6503,NA,FALSE
54039,"WV",1.466085464,4.414961652,9.066871244,4.5426,NA,TRUE
54049,"WV",1.34356158,4.256405769,9.206277844,4.8605,NA,TRUE
54061,"WV",1.251359254,4.636140462,8.559260012,4.9926,NA,TRUE
54069,"WV",1.047305665,5.088568349,8.83257872,4.8418,NA,TRUE
54083,"WV",5.996364356,2.39059768,9.118410454,4.1094,NA,TRUE
54099,"WV",0.42912889,3.478658851,9.299344286,3.6875,NA,TRUE
54107,"WV",1.573744684,4.518162059,9.311441565,4.5958,NA,TRUE
55009,"WI",1.693545166,5.197232455,9.203264238,5.9963,NA,TRUE
55015,"WI",2.064478252,4.084537082,9.324354081,7.253,NA,FALSE
55023,"WI",1.017555128,2.421358633,9.129262704,4.8853,NA,TRUE
55025,"WI",2.817254836,5.058793256,8.133389318,7.0541,1.577778099,TRUE
55043,"WI",1.1794596,2.847224516,8.588099365,5.2958,NA,TRUE
55045,"WI",1.67471195,3.192913685,8.957360103,6.2699,NA,FALSE
55059,"WI",2.163799158,5.464885784,9.335684181,6.0929,NA,TRUE
55079,"WI",1.708997741,7.323712392,8.617878809,4.8742,1.51806589,TRUE
55083,"WI",1.059385983,2.67895979,9.149643451,5.7105,NA,FALSE
55087,"WI",1.375835972,4.672936286,9.195871462,6.3536,NA,FALSE
55089,"WI",1.069206099,4.963663127,9.14900498,8.2807,NA,FALSE
55101,"WI",2.043160831,5.424549162,9.214098262,5.9749,NA,TRUE
55105,"WI",1.550477783,4.456674678,9.301413775,5.5832,NA,FALSE
55109,"WI",1.572324514,3.808536362,9.152200835,8.1124,NA,FALSE
55127,"WI",1.594801,4.264111303,8.988744852,6.1106,NA,FALSE
55131,"WI",1.165669242,4.772629131,9.325173669,7.4062,NA,FALSE
55133,"WI",2.050130513,5.612826578,9.305275828,8.4331,NA,TRUE
56013,"WY",1.942242049,0.522853899,8.607034708,5.4242,NA,TRUE
56021,"WY",1.458114219,2.579263159,9.18495623,6.422,NA,TRUE
56025,"WY",1.316541678,1.696525434,9.318420731,6.055,NA,TRUE
56039,"WY",1.556530668,0.721633645,7.218382615,8.3831,NA,TRUE
