date_T,date_T_minus_20,active_deaths_T,active_cases_T_minus_20,P_ID_estimate
2021-10-14,2021-09-24,0,380.0,0.0
2021-10-15,2021-09-25,1,380.0,0.002631578947368421
2021-10-16,2021-09-26,0,380.0,0.0
2021-10-17,2021-09-27,0,370.0,0.0
2021-10-18,2021-09-28,0,324.0,0.0
2021-10-19,2021-09-29,0,334.0,0.0
2021-10-20,2021-09-30,0,316.0,0.0
2021-10-21,2021-10-01,1,286.0,0.0034965034965034965
2021-10-22,2021-10-02,0,286.0,0.0
2021-10-23,2021-10-03,0,286.0,0.0
2021-10-24,2021-10-04,0,281.0,0.0
2021-10-25,2021-10-05,0,253.0,0.0
2021-10-26,2021-10-06,0,321.0,0.0
2021-10-27,2021-10-07,3,300.0,0.01
2021-10-28,2021-10-08,1,285.0,0.0035087719298245615
2021-10-29,2021-10-09,0,285.0,0.0
2021-10-30,2021-10-10,0,285.0,0.0
2021-10-31,2021-10-11,0,296.0,0.0
2021-11-01,2021-10-12,2,323.0,0.006191950464396285
2021-11-02,2021-10-13,0,336.0,0.0
2021-11-03,2021-10-14,0,327.0,0.0
2021-11-04,2021-10-15,1,328.0,0.003048780487804878
2021-11-05,2021-10-16,0,328.0,0.0
2021-11-06,2021-10-17,0,328.0,0.0
2021-11-07,2021-10-18,0,298.0,0.0
2021-11-08,2021-10-19,6,330.0,0.01818181818181818
2021-11-09,2021-10-20,-2,251.0,-0.00796812749003984
2021-11-10,2021-10-21,0,260.0,0.0
2021-11-11,2021-10-22,0,263.0,0.0
2021-11-12,2021-10-23,0,263.0,0.0
2021-11-13,2021-10-24,0,263.0,0.0
2021-11-14,2021-10-25,0,242.0,0.0
2021-11-15,2021-10-26,2,215.0,0.009302325581395349
2021-11-16,2021-10-27,1,201.0,0.004975124378109453
2021-11-17,2021-10-28,0,205.0,0.0
2021-11-18,2021-10-29,0,191.0,0.0
2021-11-19,2021-10-30,0,191.0,0.0
2021-11-20,2021-10-31,0,191.0,0.0
2021-11-21,2021-11-01,0,199.0,0.0
2021-11-22,2021-11-02,2,187.0,0.0106951871657754
2021-11-23,2021-11-03,1,238.0,0.004201680672268907
2021-11-24,2021-11-04,1,306.0,0.0032679738562091504
2021-11-25,2021-11-05,0,309.0,0.0
2021-11-26,2021-11-06,0,309.0,0.0
2021-11-27,2021-11-07,0,309.0,0.0
2021-11-28,2021-11-08,0,316.0,0.0
2021-11-29,2021-11-09,1,302.0,0.0033112582781456954
2021-11-30,2021-11-10,2,308.0,0.006493506493506494
2021-12-01,2021-11-11,1,296.0,0.0033783783783783786
2021-12-02,2021-11-12,1,322.0,0.003105590062111801
2021-12-03,2021-11-13,0,322.0,0.0
2021-12-04,2021-11-14,0,322.0,0.0
2021-12-05,2021-11-15,0,345.0,0.0
2021-12-06,2021-11-16,0,345.0,0.0
2021-12-07,2021-11-17,2,303.0,0.006600660066006601
2021-12-08,2021-11-18,0,231.0,0.0
2021-12-09,2021-11-19,0,232.0,0.0
2021-12-10,2021-11-20,0,232.0,0.0
2021-12-11,2021-11-21,0,232.0,0.0
2021-12-12,2021-11-22,0,228.0,0.0
2021-12-13,2021-11-23,0,223.0,0.0
2021-12-14,2021-11-24,0,213.0,0.0
2021-12-15,2021-11-25,1,213.0,0.004694835680751174
2021-12-16,2021-11-26,1,187.0,0.0053475935828877
2021-12-17,2021-11-27,0,187.0,0.0
2021-12-18,2021-11-28,0,187.0,0.0
2021-12-19,2021-11-29,0,176.0,0.0
2021-12-20,2021-11-30,1,165.0,0.006060606060606061
2021-12-21,2021-12-01,0,162.0,0.0
2021-12-22,2021-12-02,0,169.0,0.0
2021-12-23,2021-12-03,0,164.0,0.0
2021-12-24,2021-12-04,0,164.0,0.0
2021-12-25,2021-12-05,0,164.0,0.0
2021-12-26,2021-12-06,0,157.0,0.0
2021-12-27,2021-12-07,1,156.0,0.00641025641025641
2021-12-28,2021-12-08,0,153.0,0.0
2021-12-29,2021-12-09,0,167.0,0.0
2021-12-30,2021-12-10,1,167.0,0.005988023952095809
2021-12-31,2021-12-11,0,167.0,0.0
