county,state,fips,total_cases,total_deaths,cfr,cfr_percent,mean_daily_cfr,median_daily_cfr,std_daily_cfr,min_daily_cfr,max_daily_cfr
Cleburne,Alabama,01029,2649,60,0.022650056625141562,2.2650056625141564,0.02647486125017371,0.023706045041485577,0.016845480379630958,0.0,0.08333333333333333
Decatur,Indiana,18031,5216,118,0.02262269938650307,2.2622699386503067,0.057484459985087,0.03373748127362795,0.04118012353205469,0.0,0.15151515151515152
Lemhi,Idaho,16059,1017,23,0.02261553588987217,2.2615535889872174,0.01239952081470792,0.016917293233082706,0.008525923749109078,0.0,0.022817460317460316
Comal,Texas,48091,21406,484,0.022610483042137718,2.2610483042137717,0.03642569522169913,0.029336052958700218,0.027120336587622147,0.0,0.2222222222222222
Stone,Missouri,29209,4423,100,0.022609088853719195,2.2609088853719195,0.013598840853711294,0.016728407503876334,0.007474058543746942,0.0,0.023695548109143132
Glades,Florida,12043,1504,34,0.022606382978723406,2.2606382978723407,0.029585107170881617,0.01708185053380783,0.050978602775974664,0.0,0.3333333333333333
Ziebach,South Dakota,46137,487,11,0.022587268993839837,2.2587268993839835,0.018520246920716976,0.024024024024024024,0.011224523732191122,0.0,0.043478260869565216
Lamar,Alabama,01075,2613,59,0.022579410639112132,2.2579410639112134,0.01574195952291087,0.020872685684015513,0.0091328072007733,0.0,0.034482758620689655
Carroll,Ohio,39019,4255,96,0.02256169212690952,2.256169212690952,0.02970220353323982,0.024309953445423416,0.01931570991316219,0.0,0.10344827586206896
Lincoln,Kentucky,21137,4704,106,0.022534013605442178,2.253401360544218,0.04024499005398215,0.022377938517179022,0.05072013509752597,0.0,0.5
Upton,Texas,48461,666,15,0.02252252252252252,2.2522522522522523,0.03921022149254888,0.026041666666666668,0.032730335457590666,0.0,0.14285714285714285
Wells,Indiana,18179,5329,120,0.02251829611559392,2.251829611559392,0.018938672352435734,0.02225130890052356,0.010055777311131846,0.0,0.03055229142185664
De Soto,Louisiana,22031,5107,115,0.0225181123947523,2.25181123947523,0.03358401353276091,0.028049170277761767,0.013398877835820713,0.0,0.09090909090909091
Buena Vista city,Virginia,51530,1511,34,0.022501654533421574,2.2501654533421576,0.013957194123229183,0.016172624237140366,0.00876849363228351,0.0,0.024070021881838075
Norfolk,Massachusetts,25021,86849,1954,0.022498819790671164,2.2498819790671165,0.05354020739909584,0.035304665873304886,0.031534375491911834,0.0,0.10648970634340056
Perry,Pennsylvania,42099,6846,154,0.022494887525562373,2.2494887525562373,0.029955488334546573,0.026206538661131294,0.018862301085382324,0.0,0.25
Potter,Texas,48375,27044,608,0.022481881378494304,2.2481881378494304,0.019464065097300785,0.02242152466367713,0.006237036413811915,0.0,0.030303030303030304
Dallam,Texas,48111,1425,32,0.02245614035087719,2.245614035087719,0.027187897143157915,0.025806451612903226,0.021828444852975797,0.0,0.3333333333333333
Whiteside,Illinois,17195,10602,238,0.02244859460479155,2.2448594604791547,0.03747266007357747,0.029641827912721283,0.022295963391136337,0.0,0.2
Caddo,Louisiana,22017,44253,993,0.022439156667344588,2.2439156667344586,0.03530443105143515,0.028389525106110355,0.016478038051490618,0.0,0.08315450643776824
Robertson,Texas,48395,3031,68,0.022434839986803037,2.2434839986803037,0.014507826654582693,0.018922852983988356,0.00812818051725564,0.0,0.025709219858156027
Benzie,Michigan,26019,2407,54,0.022434565849605317,2.2434565849605317,0.023810176079204708,0.02695035460992908,0.01165946602194132,0.0,0.0625
Winston,Alabama,01133,4949,111,0.022428773489593858,2.242877348959386,0.018861763110451967,0.022057060656916806,0.008099435071749607,0.0,0.037037037037037035
Franklin,Nebraska,31061,357,8,0.022408963585434174,2.2408963585434174,0.010512812771229002,0.013215859030837005,0.007849743629804505,0.0,0.022598870056497175
Orange,Indiana,18117,3660,82,0.022404371584699455,2.2404371584699456,0.06486732559982544,0.03108535300316122,0.05816547755832781,0.0,0.2857142857142857
Miller,Missouri,29131,4554,102,0.022397891963109356,2.2397891963109355,0.014469101228960864,0.019156141400384012,0.008686872628812872,0.0,0.02361641221374046
Lincoln,Oklahoma,40081,5272,118,0.022382397572078907,2.2382397572078907,0.026841840300538756,0.02172544080604534,0.02296783362188701,0.0,0.125
Sarasota,Florida,12115,60423,1352,0.022375585455869453,2.2375585455869453,0.03634146440253389,0.026039738368505493,0.028943719540564097,0.0,0.13636363636363635
Cotton,Oklahoma,40033,1028,23,0.02237354085603113,2.237354085603113,0.07004605165993122,0.02302158273381295,0.11023618458186736,0.0,0.4
Cross,Arkansas,05037,3176,71,0.022355163727959697,2.2355163727959697,0.020407637309782546,0.023043333683363088,0.009793629344201912,0.0,0.039927404718693285
Cumberland,Virginia,51049,850,19,0.02235294117647059,2.235294117647059,0.014504964306986676,0.018255578093306288,0.009254623027925141,0.0,0.029411764705882353
Montgomery,North Carolina,37123,4923,110,0.022344099126548854,2.2344099126548853,0.028864231130391518,0.02746176781577024,0.012693533210711982,0.0,0.125
Venango,Pennsylvania,42121,8951,200,0.022343872193051055,2.2343872193051055,0.015334128226656231,0.02112183522170933,0.010111079014417422,0.0,0.025819553234696837
Washington,North Carolina,37187,1748,39,0.02231121281464531,2.231121281464531,0.03791505079836678,0.028368794326241134,0.026084577756853834,0.0,0.125
Tunica,Mississippi,28143,1793,40,0.022308979364194088,2.230897936419409,0.02964531807215825,0.02453385672227674,0.01928193864156627,0.0,0.3333333333333333
Van Buren,Iowa,19177,1077,24,0.022284122562674095,2.2284122562674096,0.021576307167628206,0.025219720915889293,0.012431542118093155,0.0,0.047619047619047616
Aitkin,Minnesota,27001,2424,54,0.022277227722772276,2.2277227722772275,0.02055456886319245,0.024706647288304136,0.01093506905979259,0.0,0.040446304044630406
Harmon,Oklahoma,40057,404,9,0.022277227722772276,2.2277227722772275,0.009756231837612444,0.010416666666666666,0.008393239278925626,0.0,0.023936170212765957
Jackson,Louisiana,22049,2879,64,0.022229940951719346,2.2229940951719347,0.03456820392148396,0.02631578947368421,0.02546984482706601,0.0,0.14285714285714285
Williamsburg,South Carolina,45089,5894,131,0.022225992534781133,2.2225992534781134,0.026783464407614303,0.024544440312383786,0.01039458632190378,0.0,0.061224489795918366
Hardin,Ohio,39065,5449,121,0.022205909341163517,2.220590934116352,0.02930125313152102,0.023239184840900966,0.023086558854766306,0.0,0.1111111111111111
Taos,New Mexico,35055,3288,73,0.022201946472019465,2.2201946472019465,0.022808547326833926,0.02702702702702703,0.011113806168760022,0.0,0.035852713178294575
Hudspeth,Texas,48229,631,14,0.022187004754358162,2.218700475435816,0.02520653669503831,0.02217741935483871,0.017730745355020516,0.0,0.10526315789473684
Chattooga,Georgia,13055,4959,110,0.02218189151038516,2.218189151038516,0.03278923274688036,0.024838064642840198,0.032205629973573284,0.0,0.25
Wise,Virginia,51195,6584,146,0.022174969623329283,2.217496962332928,0.033175210666011375,0.030500645283489183,0.01752115513316574,0.0,0.125
Page,Virginia,51139,4149,92,0.02217401783562304,2.217401783562304,0.042080842550616455,0.028076743097800654,0.026519510882078177,0.0,0.1144578313253012
Platte,Wyoming,56031,1579,35,0.022165927802406588,2.2165927802406586,0.022197286123823243,0.018082197209892202,0.028094589348836144,0.0,0.16666666666666666
Washington,Texas,48477,6093,135,0.022156573116691284,2.2156573116691285,0.04782370700353224,0.022969419641246266,0.03321577974083428,0.0,0.12941176470588237
Gillespie,Texas,48171,3792,84,0.022151898734177215,2.2151898734177213,0.018036172510499653,0.019636902556502408,0.010089497696755696,0.0,0.046948356807511735
Union,South Carolina,45087,5102,113,0.022148177185417485,2.2148177185417484,0.01930027738750285,0.022900763358778626,0.010242899858355872,0.0,0.0297029702970297
Worcester,Maryland,24047,5874,130,0.022131426625808647,2.213142662580865,0.02809770384670842,0.02714056838898987,0.012078106588108541,0.0,0.06866952789699571
Yuma,Arizona,04027,44378,982,0.022128081481815314,2.2128081481815314,0.021007857483958014,0.021991561094905816,0.006278045986835503,0.0,0.058823529411764705
Grady,Oklahoma,40051,9044,200,0.022114108801415303,2.21141088014153,0.018275617077059332,0.019587495135555844,0.009568830547067943,0.0,0.07142857142857142
Lee,Kentucky,21129,1900,42,0.022105263157894735,2.2105263157894735,0.014294285672996563,0.01761252446183953,0.008901109785259813,0.0,0.04411764705882353
Carroll,Mississippi,28015,1855,41,0.022102425876010783,2.2102425876010785,0.031086592295844533,0.023401826484018264,0.019543689100206617,0.0,0.1111111111111111
Washington,Mississippi,28151,7739,171,0.022095878020416074,2.2095878020416073,0.026548286359688103,0.025080752422572676,0.007453657604034549,0.0,0.04878048780487805
Lake,Michigan,26085,1403,31,0.022095509622238062,2.209550962223806,0.016758766007059514,0.022407077761041887,0.012020149702580963,0.0,0.03235294117647059
Wapello,Iowa,19179,7106,157,0.02209400506614129,2.209400506614129,0.02762012655167258,0.028110599078341014,0.011140733806348047,0.0,0.04873803307223673
Tangipahoa,Louisiana,22105,24132,533,0.022086855627382728,2.208685562738273,0.0240871934038724,0.02278535845787308,0.007027437757325867,0.0,0.06060606060606061
Douglas,Oregon,41019,14269,315,0.022075828719601936,2.2075828719601938,0.01578165695354871,0.02004983839592785,0.008773741613259606,0.0,0.029055690072639227
Miller,Arkansas,05091,6932,153,0.022071552221581074,2.207155222158107,0.011967238333470876,0.008869179600886918,0.006426091832349224,0.0,0.03333333333333333
Fentress,Tennessee,47049,4033,89,0.02206793949913216,2.206793949913216,0.012688757935973925,0.01739222504774264,0.008068808678444781,0.0,0.02206793949913216
Smith,Texas,48423,38011,837,0.022019941595853833,2.201994159585383,0.019741764387638694,0.021111111111111112,0.0054439083338358495,0.0,0.047619047619047616
Decatur,Georgia,13087,4996,110,0.022017614091273018,2.2017614091273017,0.02242305209733717,0.02350052613118204,0.005754662906090759,0.0,0.03571428571428571
Summers,West Virginia,54089,1727,38,0.022003474232773594,2.200347423277359,0.018387967599607893,0.022061195657010636,0.012998365930086646,0.0,0.0398936170212766
Caribou,Idaho,16029,1091,24,0.021998166819431713,2.1998166819431715,0.012800683065621933,0.016853932584269662,0.00834850748277625,0.0,0.02444987775061125
Staunton city,Virginia,51790,3957,87,0.021986353297952996,2.1986353297952994,0.016252489181450273,0.023312550826782324,0.011725517227074286,0.0,0.028275587415372363
Trumbull,Ohio,39155,32074,705,0.02198042027810688,2.198042027810688,0.04217688228804585,0.029245224328946447,0.02344345684811301,0.0,0.10064935064935066
Jefferson,Texas,48245,33485,736,0.02197999104076452,2.197999104076452,0.022753633141674216,0.020044898290210396,0.01235165380002367,0.0,0.07407407407407407
Tallahatchie,Mississippi,28135,2412,53,0.02197346600331675,2.197346600331675,0.02624460770470621,0.022828507795100223,0.01617695340587406,0.0,0.125
Jackson,Tennessee,47087,2230,49,0.02197309417040359,2.197309417040359,0.016671339121852875,0.0194672131147541,0.009867557744241666,0.0,0.02782193958664547
Van Wert,Ohio,39161,5098,112,0.021969399764613574,2.1969399764613575,0.018551591412481496,0.021764625723796772,0.009038140449160969,0.0,0.029411764705882353
Middlesex,Connecticut,09007,18868,414,0.02194191223235107,2.194191223235107,0.06227180104918088,0.03332344507070108,0.04596483384977355,0.0,0.1444866920152091
Burke,Georgia,13033,3966,87,0.02193645990922844,2.1936459909228443,0.022107005979476447,0.022304832713754646,0.010788537981929915,0.0,0.07142857142857142
Owen,Indiana,18119,3967,87,0.021930930173934965,2.1930930173934966,0.022960593826508897,0.023533806499813223,0.009479408132218458,0.0,0.05555555555555555
Clark,Missouri,29045,1279,28,0.0218921032056294,2.18921032056294,0.008715595506605412,0.010550119028148794,0.006751634011499914,0.0,0.025186567164179104
Lewis,Kentucky,21135,3111,68,0.02185792349726776,2.185792349726776,0.025604932943564678,0.027336860670194002,0.017730465159048456,0.0,0.07758620689655173
Greene,Mississippi,28041,2288,50,0.021853146853146852,2.1853146853146854,0.03932002500803964,0.025738077214231644,0.036037398665359544,0.0,0.25
Dallas,Missouri,29059,2700,59,0.02185185185185185,2.185185185185185,0.017925121894833657,0.01853188070008566,0.01314296345916225,0.0,0.08333333333333333
Lexington city,Virginia,51678,1739,38,0.02185163887291547,2.185163887291547,0.015237413619882217,0.021566937535910696,0.011068333856288625,0.0,0.028472821397756688
Richland,Illinois,17159,3483,76,0.021820269882285387,2.1820269882285386,0.022303210331378248,0.02670038427893595,0.013028166063433062,0.0,0.05341246290801187
Orangeburg,South Carolina,45075,15642,341,0.02180028129395218,2.180028129395218,0.024708374997171892,0.024833825464396046,0.008650237246367721,0.0,0.0407503234152652
Guthrie,Iowa,19077,1835,40,0.021798365122615803,2.17983651226158,0.027816786935180728,0.025098039215686273,0.0135034765484605,0.0,0.075
Colbert,Alabama,01033,9822,214,0.021787823253919772,2.1787823253919774,0.021098032912586346,0.020006668889629875,0.016023761441947497,0.0,0.14285714285714285
Cheboygan,Michigan,26031,3676,80,0.02176278563656148,2.176278563656148,0.034429741872314006,0.024940047961630695,0.01782564396723655,0.0,0.14285714285714285
Madison,Indiana,18095,23854,519,0.02175735725664459,2.1757357256644587,0.04991127053201141,0.028225009286990347,0.04284195404933759,0.0,0.3333333333333333
Columbus,North Carolina,37047,10757,234,0.021753276935948685,2.1753276935948684,0.03392892177956415,0.024045686804929366,0.018191839154317147,0.0,0.08888888888888889
Itawamba,Mississippi,28057,5150,112,0.02174757281553398,2.174757281553398,0.030080958382202982,0.025186567164179104,0.018622277375130537,0.0,0.10144927536231885
Marshall,West Virginia,54051,6120,133,0.02173202614379085,2.173202614379085,0.014983099712032485,0.021010505252626314,0.009411701922580059,0.0,0.027624309392265192
Gray,Texas,48179,4372,95,0.021729185727355903,2.17291857273559,0.020332160659335397,0.021962451292950762,0.007370024296829266,0.0,0.036036036036036036
Orange,Texas,48361,14085,306,0.021725239616613417,2.1725239616613417,0.016854560429238077,0.017369727047146403,0.0051106106160790435,0.0,0.025974025974025976
Pulaski,Virginia,51155,4834,105,0.02172114191146049,2.172114191146049,0.021378288702324548,0.02200837937271766,0.00890289998025711,0.0,0.05128205128205128
Owsley,Kentucky,21189,1059,23,0.021718602455146365,2.1718602455146363,0.017702407982393,0.020972354623450904,0.01166228211767229,0.0,0.03484320557491289
Fayette,Indiana,18041,5296,115,0.021714501510574018,2.171450151057402,0.033115335290942856,0.02189463631884113,0.03386972157127569,0.0,0.25
Larue,Kentucky,21123,2625,57,0.021714285714285714,2.1714285714285713,0.015296833998077733,0.01594896331738437,0.013738909078934469,0.0,0.08333333333333333
Blair,Pennsylvania,42013,22985,499,0.021709810746138786,2.1709810746138785,0.020709548547294027,0.022937878525036745,0.0075000111232694545,0.0,0.028512667102926055
Hampshire,Massachusetts,25015,15988,347,0.021703777833375033,2.170377783337503,0.05668023008861395,0.034811332740439585,0.035836537270497765,0.0,0.11918850380388842
Cleveland,Arkansas,05025,1522,33,0.021681997371879105,2.1681997371879107,0.024046832490775324,0.02496523084758379,0.015685921198305437,0.0,0.06486486486486487
Barnwell,South Carolina,45011,4060,88,0.02167487684729064,2.167487684729064,0.01962148826504972,0.02149019929308916,0.006753274578837488,0.0,0.029310344827586206
Hartford,Connecticut,09003,124545,2696,0.021646794331366175,2.1646794331366173,0.055697555674676304,0.03252283367159675,0.037502644350139974,0.0,0.12894333843797856
Bonner,Idaho,16017,6745,146,0.021645663454410675,2.1645663454410675,0.008508191146982315,0.010436668718459137,0.0067233206791615175,0.0,0.021819801098411758
Arenac,Michigan,26011,2358,51,0.021628498727735368,2.1628498727735366,0.03224776398232667,0.029411764705882353,0.014266295818105394,0.0,0.08333333333333333
Hamilton,Iowa,19079,2776,60,0.021613832853025938,2.161383285302594,0.01652036838295726,0.021837349397590362,0.010106089784424349,0.0,0.0281767955801105
Nicholas,Kentucky,21181,1342,29,0.021609538002980627,2.1609538002980626,0.013554105722081844,0.013856812933025405,0.009924287943504738,0.0,0.047619047619047616
Luna,New Mexico,35029,4906,106,0.02160619649408887,2.160619649408887,0.028464399527134098,0.02396585686145765,0.028129296604124766,0.0,0.2
Mineral,Nevada,32021,648,14,0.021604938271604937,2.1604938271604937,0.01467752869811113,0.019801980198019802,0.010679206594950441,0.0,0.047619047619047616
Clay,Kansas,20027,1435,31,0.021602787456445994,2.1602787456445993,0.05937787771872874,0.03268765133171913,0.07048029375168642,0.0,0.3333333333333333
