county,state,fips,total_cases,total_deaths,cfr,cfr_percent,mean_daily_cfr,median_daily_cfr,std_daily_cfr,min_daily_cfr,max_daily_cfr
Putnam,Missouri,29171,776,19,0.024484536082474227,2.448453608247423,0.0161589143934717,0.0125,0.01612972607250351,0.0,0.125
Moore,Texas,48341,3803,93,0.024454378122534842,2.445437812253484,0.021914055432558942,0.02439724454649828,0.006646711145660486,0.0,0.030914555603263203
Indian River,Florida,12061,23344,570,0.02441740918437286,2.441740918437286,0.02826318105405193,0.02397370109044259,0.015747826190035022,0.0,0.08823529411764706
Cambria,Pennsylvania,42021,25426,620,0.0243844883190435,2.43844883190435,0.02764831128403147,0.029008777563690857,0.01601273702990253,0.0,0.14285714285714285
Scott,Virginia,51169,3774,92,0.024377318494965553,2.437731849496555,0.05538028436896283,0.02888086642599278,0.07360374908093388,0.0,0.2857142857142857
Monroe,Mississippi,28095,7507,183,0.024377247901958173,2.4377247901958174,0.043278002216756366,0.03245655991821892,0.02329286171781848,0.0,0.11235955056179775
Franklin,Mississippi,28037,1313,32,0.024371667936024372,2.437166793602437,0.025640716982037622,0.024162120031176928,0.015160547638581845,0.0,0.08695652173913043
Greene,Georgia,13133,3039,74,0.02435011516946364,2.4350115169463638,0.03906872024956585,0.03354978354978355,0.02180347744295454,0.0,0.11666666666666667
Ogemaw,Michigan,26129,3327,81,0.024346257889990983,2.4346257889990985,0.030982036078976434,0.02525832376578645,0.01877980140144483,0.0,0.08620689655172414
Knox,Illinois,17095,8838,215,0.024326770762615975,2.4326770762615975,0.02056697938000201,0.02720348204570185,0.013140540623884893,0.0,0.033050547896783314
Quitman,Mississippi,28119,1151,28,0.02432667245873154,2.4326672458731537,0.015160217456282682,0.01807618571309494,0.008583713919767923,0.0,0.02634054562558796
Tucker,West Virginia,54093,1317,32,0.024297646165527716,2.4297646165527715,0.010487396928139206,0.01443298969072165,0.009587901768585493,0.0,0.026244343891402715
Caddo,Oklahoma,40015,5640,137,0.024290780141843972,2.4290780141843973,0.028974404862565084,0.02324455205811138,0.0199553705032177,0.0,0.125
Big Horn,Montana,30003,3460,84,0.024277456647398842,2.4277456647398843,0.02632234836547014,0.028360957642725598,0.009318888479509114,0.0,0.061224489795918366
Morgan,Missouri,29141,3090,75,0.024271844660194174,2.4271844660194173,0.015051410433277868,0.021621483594127938,0.01040107243431241,0.0,0.0263633080534489
Phillips,Colorado,08095,618,15,0.024271844660194174,2.4271844660194173,0.019263675468588717,0.02619272638174245,0.01508080909365048,0.0,0.0377906976744186
Hale,Texas,48189,8368,203,0.02425908221797323,2.425908221797323,0.03403841833087501,0.025007964319847083,0.03373913335672289,0.0,0.25
Clay,Tennessee,47027,1649,40,0.02425712553062462,2.4257125530624624,0.02046579331759521,0.025321626540911725,0.011927325280239683,0.0,0.03837471783295711
Vernon,Missouri,29217,3587,87,0.024254251463618624,2.4254251463618623,0.014839129920629584,0.020666506858493423,0.010022014958022237,0.0,0.038461538461538464
Gem,Idaho,16045,2971,72,0.024234264557388085,2.4234264557388085,0.013910413536025285,0.01773049645390071,0.008691072177353463,0.0,0.024332544778641434
Shannon,Missouri,29203,1197,29,0.02422723475355054,2.4227234753550544,0.017718005093752296,0.020168067226890758,0.007242044683907746,0.0,0.03164556962025317
Lipscomb,Texas,48295,496,12,0.024193548387096774,2.4193548387096775,0.023032297311598074,0.031088082901554404,0.015221669990390662,0.0,0.04247104247104247
Emmet,Iowa,19063,1943,47,0.024189397838394237,2.4189397838394235,0.026284094695122388,0.029607698001480384,0.011219843941375216,0.0,0.046255506607929514
Josephine,Oregon,41033,10997,266,0.0241884150222788,2.41884150222788,0.020398121377454937,0.01969904240766074,0.01041749306433148,0.0,0.058823529411764705
Allen,Louisiana,22003,4920,119,0.024186991869918698,2.4186991869918697,0.034277324134909276,0.02862476664592408,0.020861047678133866,0.0,0.125
Pearl River,Mississippi,28109,10101,244,0.024156024156024157,2.415602415602416,0.04861145294172451,0.031914893617021274,0.03540505081320767,0.0,0.15048543689320387
Gonzales,Texas,48177,3643,88,0.02415591545429591,2.415591545429591,0.02011579576538742,0.02000333444481494,0.011909953410667959,0.0,0.14285714285714285
Pierce,Georgia,13229,4433,107,0.024137153169411233,2.4137153169411234,0.024221368205459726,0.02321654706627269,0.008204117472024661,0.0,0.05970149253731343
Sunflower,Mississippi,28133,4519,109,0.024120380615180348,2.412038061518035,0.028467753310040693,0.026883308714918758,0.009543521771420215,0.0,0.14285714285714285
Washington,Idaho,16087,1949,47,0.024114930733709596,2.4114930733709596,0.015116388945754282,0.017142857142857144,0.0070084765996624105,0.0,0.025080042689434364
Butts,Georgia,13035,5186,125,0.024103355187042035,2.4103355187042035,0.04280288758240084,0.027517974719710313,0.030128254360750027,0.0,0.13253012048192772
Grady,Georgia,13131,3861,93,0.024087024087024088,2.4087024087024087,0.026203841843140653,0.02706027060270603,0.008558632247877129,0.0,0.06382978723404255
Ripley,Missouri,29181,2160,52,0.024074074074074074,2.4074074074074074,0.010403407222475607,0.01287568440110813,0.007244428113714515,0.0,0.02444870565675935
Bibb,Georgia,13021,27967,673,0.024064075517574283,2.4064075517574284,0.02769924461037436,0.026500596263415926,0.009979218825484713,0.0,0.06642066420664207
Pecos,Texas,48371,2411,58,0.024056408129406886,2.4056408129406885,0.01589637491665184,0.020226055919095775,0.008037077445765735,0.0,0.025817555938037865
Tillman,Oklahoma,40141,1081,26,0.024051803885291396,2.4051803885291396,0.02140795312684944,0.02072538860103627,0.009241807780602455,0.0,0.05263157894736842
Carter,Montana,30011,208,5,0.02403846153846154,2.403846153846154,0.028712273188491837,0.032467532467532464,0.009079683605078968,0.0,0.0364963503649635
Perry,Tennessee,47135,1706,41,0.02403282532239156,2.4032825322391558,0.017615564288894294,0.022382671480144403,0.013025023897410493,0.0,0.04666666666666667
Lamar,Texas,48277,9208,221,0.02400086880973067,2.400086880973067,0.027171920443631297,0.02593800978792822,0.013289639704898062,0.0,0.07758620689655173
Tate,Mississippi,28137,5000,120,0.024,2.4,0.024084451812089208,0.024668365113474915,0.009734234728947534,0.0,0.04050925925925926
Medina,Texas,48325,7209,173,0.023997780552087667,2.399778055208767,0.02733120834745368,0.022474057602710713,0.01988998719895126,0.0,0.13333333333333333
Pershing,Nevada,32027,1209,29,0.023986765922249794,2.3986765922249793,0.013543634196107658,0.020496224379719527,0.010161697051062882,0.0,0.024302430243024302
Johnston,Oklahoma,40069,2044,49,0.023972602739726026,2.3972602739726026,0.015470823740067384,0.015503875968992248,0.009929122860809882,0.0,0.031007751937984496
Owyhee,Idaho,16073,1752,42,0.023972602739726026,2.3972602739726026,0.01790770444118144,0.02363112391930836,0.010240926905331014,0.0,0.028518859245630176
Pickett,Tennessee,47137,1168,28,0.023972602739726026,2.3972602739726026,0.025480965303334286,0.02905982905982906,0.012801748257840528,0.0,0.1
Atkinson,Georgia,13003,1627,39,0.023970497848801474,2.3970497848801475,0.01914230155682196,0.017229953611663355,0.015800442556689068,0.0,0.14285714285714285
Lee,Arkansas,05077,2295,55,0.023965141612200435,2.3965141612200433,0.03264969020142755,0.020568670564571616,0.06283772692005947,0.0,0.5
Kimble,Texas,48267,459,11,0.023965141612200435,2.3965141612200433,0.026739351388496882,0.024096385542168676,0.01755746395112852,0.0,0.07692307692307693
Huntingdon,Pennsylvania,42061,8475,203,0.023952802359882005,2.3952802359882006,0.020998498691166025,0.02412328322408642,0.008517946265414737,0.0,0.033406352683461114
Simpson,Mississippi,28127,4896,117,0.02389705882352941,2.389705882352941,0.025809088258415692,0.029049295774647887,0.01221027993803232,0.0,0.04476190476190476
Stone,Arkansas,05137,2051,49,0.023890784982935155,2.3890784982935154,0.025169224595946293,0.026006441223832527,0.014297143123805034,0.0,0.05398457583547558
Lawrence,Missouri,29109,5820,139,0.02388316151202749,2.388316151202749,0.018257699690414825,0.020635472412841055,0.008121733071243108,0.0,0.03333333333333333
Hopkins,Texas,48223,6407,153,0.023880131106602153,2.388013110660215,0.02685927827824801,0.029441624365482234,0.015934348976250744,0.0,0.0644361833952912
Ouachita,Arkansas,05103,3813,91,0.023865722528193023,2.3865722528193025,0.019560708360627843,0.023222579492675956,0.009177572928497872,0.0,0.03076923076923077
Young,Texas,48503,3101,74,0.023863269912931313,2.3863269912931315,0.040938047609208626,0.020608899297423888,0.06322358730970817,0.0,0.25
Tuscola,Michigan,26157,9978,238,0.02385247544598116,2.385247544598116,0.05616076894000163,0.03455723542116631,0.04677906209912723,0.0,0.5
Menifee,Kentucky,21165,1091,26,0.02383134738771769,2.383134738771769,0.017686596851946408,0.023992409946252312,0.014229942561401076,0.0,0.036231884057971016
Tishomingo,Mississippi,28141,4113,98,0.023826890347678095,2.3826890347678096,0.02717505030002641,0.02920317062995411,0.014058288754449028,0.0,0.05697151424287856
Chambers,Alabama,01017,6171,147,0.023821098687408847,2.382109868740885,0.035282048509466556,0.032865094089583886,0.013655243593584296,0.0,0.1111111111111111
Carroll,Virginia,51035,4745,113,0.0238145416227608,2.38145416227608,0.02796853934941369,0.028050490883590462,0.01133831770368203,0.0,0.049738219895287955
Gosper,Nebraska,31073,294,7,0.023809523809523808,2.380952380952381,0.01466148523376307,0.02066115702479339,0.011980255595092491,0.0,0.027932960893854747
Pawnee,Oklahoma,40117,2900,69,0.02379310344827586,2.379310344827586,0.029031729404021205,0.024544179523141654,0.025618136190240212,0.0,0.3333333333333333
Hertford,North Carolina,37091,3070,73,0.023778501628664496,2.3778501628664497,0.036522003083631495,0.030303030303030304,0.031189423751053373,0.0,0.25
Jackson,West Virginia,54035,4584,109,0.023778359511343803,2.3778359511343803,0.05147307732497328,0.02968093181828193,0.03872564623490687,0.0,0.13333333333333333
Banks,Georgia,13011,2986,71,0.023777628935030142,2.3777628935030144,0.016183689028539092,0.018829949944382647,0.006808317414381041,0.0,0.023958333333333335
Schleicher,Texas,48413,379,9,0.023746701846965697,2.3746701846965697,0.026848872487211517,0.02575107296137339,0.008100343015830689,0.0,0.05263157894736842
Val Verde,Texas,48465,10866,258,0.023743787962451683,2.374378796245168,0.025355415886319826,0.026075366262593363,0.014337224480682793,0.0,0.05170975813177648
Marion,Alabama,01093,5560,132,0.023741007194244605,2.3741007194244603,0.03703286153413036,0.031679617453676034,0.021700795374186073,0.0,0.18181818181818182
Madison,Louisiana,22065,2317,55,0.023737591713422528,2.373759171342253,0.016563578367309845,0.018936583642465997,0.008549843886521196,0.0,0.025655326268823202
Grayson,Virginia,51077,2612,62,0.023736600306278714,2.3736600306278715,0.02704859445625914,0.025275437459494492,0.010746321606220757,0.0,0.05352112676056338
Harrison,Ohio,39067,2444,58,0.023731587561374796,2.3731587561374794,0.028262558097837613,0.02989788490013817,0.01765167087122515,0.0,0.09090909090909091
Douglas,South Dakota,46043,590,14,0.023728813559322035,2.3728813559322033,0.014670446211164371,0.01882845188284519,0.008771053330317627,0.0,0.027777777777777776
Indiana,Pennsylvania,42063,12529,297,0.02370500438981563,2.370500438981563,0.02899183094240248,0.027500386679968507,0.013494436886770555,0.0,0.0851063829787234
Mercer,Pennsylvania,42085,18155,430,0.023684935279537318,2.368493527953732,0.025857977260418892,0.026423106426803435,0.008797213219251825,0.0,0.05454545454545454
Grant,North Dakota,38037,380,9,0.02368421052631579,2.368421052631579,0.02345911435398101,0.03111111111111111,0.015818837285241406,0.0,0.05128205128205128
Wilkes,Georgia,13317,1647,39,0.023679417122040074,2.3679417122040074,0.020544227683610368,0.02217873450750163,0.007412303007498166,0.0,0.037037037037037035
Mathews,Virginia,51115,1014,24,0.023668639053254437,2.366863905325444,0.012008945882042751,0.014492753623188406,0.010137323979755275,0.0,0.026726057906458798
Mitchell,Iowa,19131,1986,47,0.02366565961732125,2.3665659617321246,0.018789130092559253,0.025205158264947247,0.014697082051816896,0.0,0.03399209486166008
Gray,Kansas,20069,972,23,0.023662551440329218,2.366255144032922,0.013639839484479329,0.01904761904761905,0.009873455022695734,0.0,0.024838012958963283
Benton,Missouri,29015,3044,72,0.023653088042049936,2.3653088042049935,0.013161858442043477,0.01639344262295082,0.007574194351930336,0.0,0.026887661141804787
Claiborne,Tennessee,47025,6134,145,0.02363873492011738,2.363873492011738,0.01411509185835278,0.017346549752192145,0.009092178825959172,0.0,0.025590551181102362
St. Landry,Louisiana,22097,14894,352,0.023633677991137372,2.363367799113737,0.04905451766369327,0.029205041202132815,0.05320646913329276,0.0,0.2430939226519337
Northampton,North Carolina,37131,2793,66,0.023630504833512353,2.3630504833512354,0.03540300795363379,0.03104325699745547,0.020142409489734833,0.0,0.09722222222222222
West Carroll,Louisiana,22123,2244,53,0.023618538324420676,2.3618538324420677,0.027171986896564783,0.029769959404600813,0.010233472374754882,0.0,0.043859649122807015
Shenandoah,Virginia,51171,7920,187,0.02361111111111111,2.361111111111111,0.03735984115737673,0.031054461181923523,0.016026664696870356,0.0,0.07301980198019802
Wichita,Texas,48485,23104,545,0.02358898891966759,2.358898891966759,0.019360665937545894,0.022390315366430314,0.007217997272547199,0.0,0.03389830508474576
Avoyelles,Louisiana,22009,7679,181,0.023570777444979815,2.3570777444979814,0.03424844815905752,0.030183077684314694,0.01746904235838183,0.0,0.11392405063291139
Webster,Georgia,13307,297,7,0.02356902356902357,2.356902356902357,0.03780533710881233,0.027586206896551724,0.03197157242129483,0.0,0.2
Nemaha,Kansas,20131,2462,58,0.023558082859463852,2.3558082859463854,0.02301019989308996,0.029882604055496264,0.013884328210982178,0.0,0.036988110964332896
Atascosa,Texas,48013,8960,211,0.023549107142857142,2.3549107142857144,0.027396636026855842,0.025724020442930155,0.012227803096594901,0.0,0.1
Bacon,Georgia,13005,2720,64,0.023529411764705882,2.3529411764705883,0.022752858299446236,0.022933011466505733,0.007036439795176867,0.0,0.058823529411764705
Concordia,Louisiana,22029,3402,80,0.023515579071134628,2.3515579071134627,0.03477703091574628,0.02895871842267406,0.01988315824440832,0.0,0.2
Lincoln,Mississippi,28085,5785,136,0.023509075194468453,2.3509075194468454,0.038848698832922926,0.028634361233480177,0.02117935141359501,0.0,0.11188811188811189
Somerset,Pennsylvania,42111,14042,330,0.02350092579404643,2.350092579404643,0.020068217815617097,0.023630443700790003,0.00867172108653737,0.0,0.034482758620689655
Lawrence,Indiana,18093,8852,208,0.02349751468594668,2.349751468594668,0.04953344556720247,0.027383712471792904,0.0418445213530679,0.0,0.21739130434782608
Morris,Kansas,20127,979,23,0.02349336057201226,2.3493360572012256,0.01824039894029851,0.024416135881104035,0.015981189183631544,0.0,0.037520391517128875
Custer,Oklahoma,40039,5704,134,0.023492286115007012,2.3492286115007013,0.013236485606663826,0.015971148892323546,0.010766273441021443,0.0,0.02571313780634793
Evangeline,Louisiana,22039,6131,144,0.02348719621595172,2.3487196215951722,0.02011808423813235,0.023715415019762844,0.008136514527279134,0.0,0.028308563340410473
Fayette,Pennsylvania,42051,23005,539,0.023429689198000436,2.3429689198000436,0.022775698218287548,0.02340535462191434,0.010947531787591154,0.0,0.07142857142857142
Brooke,West Virginia,54009,3671,86,0.023426859166439662,2.3426859166439664,0.018093008127525446,0.02316194982524732,0.0100290556131061,0.0,0.029836381135707413
Clinch,Georgia,13065,1537,36,0.02342225113858165,2.342225113858165,0.022319712192428648,0.02404809619238477,0.007538794087446192,0.0,0.03508771929824561
Martin,Florida,12085,22335,523,0.02341616297291247,2.341616297291247,0.023850485592020916,0.02573557655373742,0.005969360867124633,0.0,0.03153239761584311
Wyoming,Pennsylvania,42131,3805,89,0.023390275952693825,2.3390275952693824,0.061023720024007126,0.034830430797433545,0.054090964777845314,0.0,0.21875
McCurtain,Oklahoma,40089,5944,139,0.02338492597577389,2.338492597577389,0.019461536857806383,0.021502942507922135,0.0074732230935781446,0.0,0.03341288782816229
Houston,Alabama,01069,18474,432,0.023384215654433257,2.338421565443326,0.02028703257936684,0.02297099326106065,0.01081520018821107,0.0,0.1111111111111111
Milam,Texas,48331,3892,91,0.023381294964028777,2.338129496402878,0.017878281971124774,0.018465326220763235,0.010590625080104355,0.0,0.07692307692307693
Wayne,Michigan,26163,277722,6484,0.023347088095289535,2.3347088095289537,0.05467513614241049,0.040540263554522914,0.03331061560786838,0.0,0.12413956800379777
McLean,Kentucky,21149,1757,41,0.02333523050654525,2.333523050654525,0.02062708421381717,0.025993718489689788,0.014349986045853604,0.0,0.05
Chautauqua,Kansas,20019,643,15,0.02332814930015552,2.332814930015552,0.011551392330721368,0.012345679012345678,0.009610104389285218,0.0,0.02608695652173913
Armstrong,Texas,48011,343,8,0.023323615160349854,2.3323615160349855,0.02753045689533503,0.02926829268292683,0.019501070663452916,0.0,0.08333333333333333
Clay,Mississippi,28025,3345,78,0.023318385650224215,2.3318385650224216,0.02840264300033052,0.02876931273308471,0.008783121380311005,0.0,0.07407407407407407
Hopewell city,Virginia,51670,4160,97,0.023317307692307693,2.331730769230769,0.0187277144071948,0.02093145523450678,0.008900357843418964,0.0,0.030026605853287723
Cleburne,Arkansas,05023,4289,100,0.023315458148752622,2.331545814875262,0.0332554408633821,0.03167817507440149,0.010296876634689535,0.0,0.06153846153846154
Bradford,Florida,12007,5490,128,0.02331511839708561,2.3315118397085612,0.017704780825101653,0.017353581443922857,0.009709987004464104,0.0,0.05
Chilton,Alabama,01021,7424,173,0.02330280172413793,2.330280172413793,0.019549514383006512,0.02127282396738167,0.006677257381604577,0.0,0.02715495764823119
Franklin,Massachusetts,25011,5624,131,0.02329302987197724,2.329302987197724,0.08440287390103454,0.05133513412222611,0.05214409189735025,0.0,0.1794871794871795
Jones,Texas,48253,3392,79,0.02329009433962264,2.329009433962264,0.01253179847813922,0.01696165191740413,0.009635426340384145,0.0,0.02379480840543881
Fall River,South Dakota,46047,1289,30,0.023273855702094646,2.3273855702094646,0.019826276054184574,0.024271844660194174,0.011837917358612676,0.0,0.05
Phillips,Arkansas,05107,3484,81,0.02324913892078071,2.324913892078071,0.03645118233527328,0.022733425210414923,0.052171191287882314,0.0,0.3333333333333333
Stillwater,Montana,30095,1248,29,0.023237179487179488,2.323717948717949,0.017091776878645576,0.018722466960352423,0.010957246466393126,0.0,0.06060606060606061
Pittsburg,Oklahoma,40121,7275,169,0.02323024054982818,2.323024054982818,0.02253395202410407,0.016268533772652388,0.01928541993893591,0.0,0.1
Washington,Oklahoma,40147,9041,210,0.023227519079747815,2.3227519079747814,0.03557274349691152,0.022546419098143235,0.027175186623145154,0.0,0.11146496815286625
Covington city,Virginia,51580,818,19,0.023227383863080684,2.3227383863080684,0.01261987067424461,0.019417475728155338,0.009968062595991103,0.0,0.023989898989898988
Independence,Arkansas,05063,7365,171,0.023217922606924644,2.3217922606924644,0.021693672734094352,0.02680717322980218,0.013275096745100448,0.0,0.041483343808925204
Giles,Tennessee,47055,6463,150,0.023209036051369335,2.3209036051369334,0.02140757833147943,0.02443195699975568,0.009986589597397571,0.0,0.03822937625754527
Cochise,Arizona,04003,20079,466,0.023208327107923702,2.32083271079237,0.02316518185181884,0.023645058448459086,0.008642056869341361,0.0,0.05319148936170213
Collingsworth,Texas,48087,474,11,0.023206751054852322,2.320675105485232,0.018316830116267942,0.02564102564102564,0.01337398081935063,0.0,0.03488372093023256
Ravalli,Montana,30081,5518,128,0.023196810438564697,2.3196810438564697,0.011257882243547991,0.012195121951219513,0.006283193554271239,0.0,0.024096385542168676
Massac,Illinois,17127,2631,61,0.023185100722158875,2.3185100722158873,0.019188173839528574,0.024093297845405197,0.012278767630658204,0.0,0.03272450532724505
Hall,Texas,48191,647,15,0.023183925811437404,2.3183925811437405,0.06668532835758732,0.02912621359223301,0.12083087029465436,0.0,0.5
Major,Oklahoma,40093,1467,34,0.023176550783912748,2.3176550783912746,0.047626518061210744,0.022790055248618785,0.08706121050497852,0.0,0.5
Jefferson,Ohio,39081,10833,251,0.023169943690575096,2.3169943690575097,0.020650309703729965,0.02325934219470717,0.008512894797593706,0.0,0.041666666666666664
Adams,Ohio,39001,5008,116,0.0231629392971246,2.31629392971246,0.02611576995091822,0.02259636685866194,0.021149759330760083,0.0,0.125
Okmulgee,Oklahoma,40111,6606,153,0.02316076294277929,2.316076294277929,0.012825517205172136,0.012363032105546044,0.00826237920178192,0.0,0.023773394031360646
Hopkins,Kentucky,21107,9507,220,0.02314084358893447,2.3140843588934468,0.05420346865373246,0.033069249618598875,0.05484502792149516,0.0,1.0
Sharp,Arkansas,05135,3371,78,0.0231385345594779,2.31385345594779,0.03171866686680468,0.028481012658227847,0.01739598351882708,0.0,0.125
Jackson,Florida,12063,10460,242,0.023135755258126195,2.3135755258126194,0.019889797092895158,0.023670973468783905,0.009013111448568659,0.0,0.029161058770749215
Armstrong,Pennsylvania,42005,11890,275,0.023128679562657694,2.3128679562657695,0.030822263432867078,0.024005472802905284,0.017182830986171665,0.0,0.09090909090909091
LaMoure,North Dakota,38045,779,18,0.023106546854942234,2.3106546854942236,0.024390505505828507,0.03133643214885187,0.014217814700615306,0.0,0.05263157894736842
Lincoln,Wisconsin,55069,5413,125,0.023092554960280804,2.3092554960280802,0.018668205998765137,0.02379511584984518,0.010745401169625558,0.0,0.029492246883551232
Roosevelt,New Mexico,35041,3509,81,0.023083499572527786,2.3083499572527786,0.019082083764211267,0.023242467718794835,0.009767819135911179,0.0,0.02960361264425489
Harris,Georgia,13145,4159,96,0.02308247174801635,2.308247174801635,0.025085148018990488,0.023533806499813223,0.008083522708636713,0.0,0.0594059405940594
Union,Arkansas,05139,6542,151,0.02308162641394069,2.3081626413940692,0.029942811215513742,0.028007397611701998,0.011932762535661964,0.0,0.061452513966480445
Wright,Missouri,29229,2904,67,0.023071625344352618,2.3071625344352618,0.01300877300216066,0.018363939899833055,0.009215730183547469,0.0,0.023809523809523808
Saluda,South Carolina,45081,2688,62,0.023065476190476192,2.306547619047619,0.02151965920469394,0.025223331581713086,0.009899711527833827,0.0,0.033647375504710635
Unicoi,Tennessee,47171,3426,79,0.023058960887332166,2.3058960887332165,0.01623655857758032,0.020962177741144873,0.011010908571692632,0.0,0.03209876543209877
Russell,Kansas,20167,1476,34,0.023035230352303523,2.303523035230352,0.02365124162827895,0.027060339599757427,0.010922234007093962,0.0,0.0337995337995338
Garrett,Maryland,24023,4256,98,0.023026315789473683,2.302631578947368,0.01917849196940768,0.02424773590417762,0.014241119924205676,0.0,0.1
Clayton,Iowa,19043,2783,64,0.022996766079770033,2.2996766079770032,0.03476896318239041,0.032079646017699116,0.025724446894798324,0.0,0.14285714285714285
Acadia,Louisiana,22001,11132,256,0.022996766079770033,2.2996766079770032,0.032568847416305356,0.029959380549075966,0.012641452066933621,0.0,0.125
San Juan,New Mexico,35045,28401,653,0.02299214816379705,2.299214816379705,0.039777614064506674,0.03174282644459703,0.017286219202369398,0.0,0.07918552036199095
Wythe,Virginia,51197,5178,119,0.02298184627269216,2.298184627269216,0.02590688685789652,0.023021001615508886,0.014786592544868315,0.0,0.1
Chicot,Arkansas,05017,2089,48,0.022977501196744854,2.297750119674485,0.0193518582284313,0.022727272727272728,0.008244334782883509,0.0,0.04081632653061224
Lawrence,Pennsylvania,42073,14539,334,0.02297269413302153,2.297269413302153,0.040482338781648405,0.02968270214943705,0.025032587415551238,0.0,0.15384615384615385
Carter,Tennessee,47019,11672,268,0.022960932145305004,2.2960932145305004,0.026897098211693143,0.02301608847123599,0.024583768449442395,0.0,0.25
Hampton,South Carolina,45049,3267,75,0.02295684113865932,2.295684113865932,0.02595382627910775,0.025889967637540454,0.010128236250608645,0.0,0.04512635379061372
Colonial Heights city,Virginia,51570,3095,71,0.02294022617124394,2.294022617124394,0.05807497128584523,0.03614457831325301,0.038809888204467874,0.0,0.19767441860465115
Winkler,Texas,48495,1395,32,0.022939068100358423,2.293906810035842,0.020064312568665487,0.024645257654966394,0.010463292863271427,0.0,0.035211267605633804
Towner,North Dakota,38095,480,11,0.022916666666666665,2.2916666666666665,0.027640866528627763,0.03363914373088685,0.014397647320104076,0.0,0.05970149253731343
Adair,Kentucky,21001,3973,91,0.022904606091115026,2.2904606091115025,0.053923960957484286,0.029968902593432906,0.04838017034109803,0.0,0.25
Gladwin,Michigan,26051,4148,95,0.022902603664416585,2.2902603664416583,0.027406038644794163,0.025310932909183292,0.015282093920256399,0.0,0.1111111111111111
Prairie,Arkansas,05117,1355,31,0.022878228782287822,2.2878228782287824,0.016929455445485492,0.02252252252252252,0.010217731453451643,0.0,0.030035335689045935
Stoddard,Missouri,29207,4812,110,0.0228595178719867,2.28595178719867,0.020816378540772017,0.016146340489467753,0.014144063451584813,0.0,0.06756756756756757
Wichita,Kansas,20203,350,8,0.022857142857142857,2.2857142857142856,0.01224017859468044,0.0,0.012670674349204469,0.0,0.027777777777777776
Cumberland,Tennessee,47035,12041,275,0.02283863466489494,2.2838634664894943,0.0162033963495521,0.018627286457459306,0.005382496915499787,0.0,0.024291497975708502
Bolivar,Mississippi,28011,6743,154,0.022838499184339316,2.2838499184339316,0.03327946229001858,0.0275,0.014529822413972533,0.0,0.08333333333333333
Ochiltree,Texas,48357,1708,39,0.022833723653395786,2.2833723653395785,0.02592380035120134,0.023238925199709513,0.014899460825712616,0.0,0.2
Valley,Montana,30105,1402,32,0.02282453637660485,2.282453637660485,0.013577211554618222,0.013662899229542138,0.007680723566647818,0.0,0.022922636103151862
Carroll,Missouri,29033,1709,39,0.022820362785254535,2.2820362785254535,0.01588505117895518,0.019636363636363636,0.009387963195710279,0.0,0.027906976744186046
Bates,Missouri,29013,2764,63,0.022793053545586108,2.279305354558611,0.034183621721116136,0.020599250936329586,0.03975724541339863,0.0,0.16666666666666666
Willacy,Texas,48489,5003,114,0.022786328203078153,2.2786328203078154,0.03823100652987617,0.03225806451612903,0.02808361348615981,0.0,0.2
Bosque,Texas,48035,2591,59,0.02277113083751447,2.277113083751447,0.01792307762198992,0.020631802164218668,0.008505393244379603,0.0,0.03225806451612903
Creek,Oklahoma,40037,12165,277,0.022770242498972464,2.2770242498972464,0.028635828526776094,0.022798542249343166,0.017230460491781778,0.0,0.08641975308641975
Daviess,Indiana,18027,5495,125,0.022747952684258416,2.2747952684258417,0.05897577330356214,0.033784922370860906,0.06144211464383292,0.0,0.3148148148148148
Thomas,Georgia,13275,8136,185,0.022738446411012782,2.2738446411012783,0.03804130087411606,0.027647714604236342,0.02362570734246962,0.0,0.125
Calhoun,Alabama,01015,23411,532,0.022724360343428302,2.2724360343428303,0.018149154389490562,0.020291996361894604,0.006257321597835217,0.0,0.0375
Washington,Missouri,29221,4489,102,0.022722209846290933,2.2722209846290933,0.026255578417714958,0.018591347872720772,0.0247548777837741,0.0,0.125
Wetzel,West Virginia,54103,2993,68,0.022719679251587035,2.2719679251587035,0.014919689690228862,0.01968019680196802,0.010858835111462349,0.0,0.03914590747330961
Webster,Mississippi,28155,2157,49,0.022716736207695872,2.271673620769587,0.03894153454611311,0.02794759825327511,0.03843922577935727,0.0,0.5
Noxubee,Mississippi,28103,1937,44,0.022715539494062985,2.2715539494062984,0.023528437806236282,0.024844720496894408,0.006768599372028959,0.0,0.03821656050955414
Jefferson Davis,Mississippi,28065,1893,43,0.02271526677231907,2.271526677231907,0.03059670158789014,0.03000882612533098,0.014094726818779513,0.0,0.2
Barnstable,Massachusetts,25001,24650,559,0.022677484787018254,2.2677484787018254,0.05123433270476169,0.038366647262769976,0.027463920998552875,0.0,0.1019915509957755
Metcalfe,Kentucky,21169,2205,50,0.022675736961451247,2.2675736961451247,0.03623424793848346,0.022380467955239063,0.05475407555034708,0.0,0.2857142857142857
Lafayette,Florida,12067,2250,51,0.02266666666666667,2.2666666666666666,0.012125126726936247,0.014683153013910355,0.006643080674602322,0.0,0.02376681614349776
Rusk,Texas,48401,8428,191,0.022662553393450403,2.26625533934504,0.020859745740940034,0.022809124964317057,0.008713102704444246,0.0,0.047619047619047616
